suite,phase,value_bytes,clients,variant,pairs,median_throughput_ratio,min_throughput_ratio,max_throughput_ratio,median_p99_us_ratio,min_p99_us_ratio,max_p99_us_ratio,median_cpu_us_per_op_ratio,min_cpu_us_per_op_ratio,max_cpu_us_per_op_ratio
main,read,4194304,160,no_defer_taskrun,1,1.0002642334417284,1.0002642334417284,1.0002642334417284,0.9896284473421454,0.9896284473421454,0.9896284473421454,0.9997351834840317,0.9997351834840317,0.9997351834840317
main,read,4194304,160,no_huge_pages,1,1.0001330246622717,1.0001330246622717,1.0001330246622717,1.008726544275609,1.008726544275609,1.008726544275609,0.9998198753200672,0.9998198753200672,0.9998198753200672
main,read,4194304,160,no_registered_buffers,1,1.0007663829118048,1.0007663829118048,1.0007663829118048,1.008726544275609,1.008726544275609,1.008726544275609,0.9992183569422902,0.9992183569422902,0.9992183569422902
main,read,4194304,160,no_registered_files,1,0.9999780265486647,0.9999780265486647,0.9999780265486647,1.016539402112026,1.016539402112026,1.016539402112026,1.0000386120344729,1.0000386120344729,1.0000386120344729
main,read,4194304,160,reuse_encoded_metadata,1,1.0004931565558848,1.0004931565558848,1.0004931565558848,0.9991774958088772,0.9991774958088772,0.9991774958088772,0.9995249336482922,0.9995249336482922,0.9995249336482922
main,read,4194304,160,single_reap,1,1.0002997068417914,1.0002997068417914,1.0002997068417914,0.987024161396673,0.987024161396673,0.987024161396673,0.9996961791904466,0.9996961791904466,0.9996961791904466
main,read,4194304,640,kernel_split,3,0.9874439470075249,0.9862044941513572,0.9875853438426901,1.1210162239133095,1.1170252592444498,1.1844889163147323,1.0124101046655065,1.0113451080787268,1.012621820186387
main,read,4194304,640,no_defer_taskrun,3,0.9998351016243036,0.9997945462297938,1.000114895120679,0.9855855746751226,0.9839217757643931,0.9944500267381904,1.0000696127133297,0.9998322189065424,1.0001962174180394
main,read,4194304,640,no_huge_pages,3,0.9999339274425971,0.9996580637181773,1.000047284544888,1.0196616735156987,0.9874016053978586,1.032631356150829,1.0000930433723039,0.999838902490083,1.0002795419870076
main,read,4194304,640,no_registered_buffers,3,1.0008049724471944,1.0006389598944727,1.0008085379402314,0.9821818609476604,0.9803430979304186,1.047383233423894,0.9992184598140741,0.9992050059715929,0.999442152535279
main,read,4194304,640,no_registered_files,3,1.0000309410096149,0.9999479511238355,1.0002637869080144,0.999581009114988,0.996944274288648,1.0421766885039887,0.9998232823511163,0.9997036618814653,0.9999383182222407
main,read,4194304,640,reuse_encoded_metadata,3,1.0001971870184359,1.000064956445746,1.0003064481842614,1.0065554816539386,0.995231222073156,1.0126729339578588,0.9997531214330271,0.9996856052751623,0.9999676849947529
main,read,4194304,640,single_reap,3,1.0000343111291026,0.9999800033182166,1.0000578943062097,0.9882068130474746,0.9830518183560268,0.9927145117648886,0.9999200778523332,0.999868221491399,1.000026047418632
main,read,4194304,2560,kernel_split,1,0.9692071079827266,0.9692071079827266,0.9692071079827266,1.1613946932283619,1.1613946932283619,1.1613946932283619,1.0296411554171474,1.0296411554171474,1.0296411554171474
main,read,4194304,2560,no_defer_taskrun,1,0.999696087433327,0.999696087433327,0.999696087433327,0.997417896627929,0.997417896627929,0.997417896627929,1.0000164061195385,1.0000164061195385,1.0000164061195385
main,read,4194304,2560,no_huge_pages,1,0.9981017155271404,0.9981017155271404,0.9981017155271404,1.0019369422035314,1.0019369422035314,1.0019369422035314,1.0016787102706333,1.0016787102706333,1.0016787102706333
main,read,4194304,2560,no_registered_buffers,1,1.0029576259481277,1.0029576259481277,1.0029576259481277,0.9980634745673007,0.9980634745673007,0.9980634745673007,0.9969553678386337,0.9969553678386337,0.9969553678386337
main,read,4194304,2560,no_registered_files,1,0.9998989978019687,0.9998989978019687,0.9998989978019687,1.0019369422035314,1.0019369422035314,1.0019369422035314,0.999993735876619,0.999993735876619,0.999993735876619
