suite,run,order,round,variant,devices,key_bytes,value_bytes,phase,samples,tasks,io_wq,running_tasks,running_io_wq
main,ablate-r1-kernel_split-v2-d20-k16-v4194304,44,1,kernel_split,20,16,4194304,verify,3,2017,1996,107,87
main,ablate-r1-kernel_split-v2-d20-k16-v4194304,44,1,kernel_split,20,16,4194304,read_160,26,2223,2202,28,8
main,ablate-r1-kernel_split-v2-d20-k16-v4194304,44,1,kernel_split,20,16,4194304,read_640,28,41,20,31,11
main,ablate-r1-kernel_split-v2-d20-k16-v4194304,44,1,kernel_split,20,16,4194304,read_2560,24,5141,5120,137,117
main,ablate-r1-control_after-v2-d20-k16-v4194304,45,1,control_after,20,16,4194304,setup_and_write,20,21,0,20,0
main,ablate-r1-control_after-v2-d20-k16-v4194304,45,1,control_after,20,16,4194304,verify,3,21,0,20,0
main,ablate-r1-control_after-v2-d20-k16-v4194304,45,1,control_after,20,16,4194304,read_160,28,21,0,20,0
main,ablate-r1-control_after-v2-d20-k16-v4194304,45,1,control_after,20,16,4194304,read_640,28,21,0,20,0
main,ablate-r1-control_after-v2-d20-k16-v4194304,45,1,control_after,20,16,4194304,read_2560,28,21,0,20,0
main,ablate-r2-control_before-v2-d20-k16-v100,46,2,control_before,20,16,100,setup_and_write,6,19,0,1,0
main,ablate-r2-control_before-v2-d20-k16-v100,46,2,control_before,20,16,100,verify,2,21,0,20,0
main,ablate-r2-control_before-v2-d20-k16-v100,46,2,control_before,20,16,100,read_640,28,21,0,20,0
main,ablate-r2-control_before-v2-d20-k16-v100,46,2,control_before,20,16,100,close,1,18,0,1,0
main,ablate-r2-kernel_split-v2-d20-k16-v100,47,2,kernel_split,20,16,100,setup_and_write,6,18,0,1,0
main,ablate-r2-kernel_split-v2-d20-k16-v100,47,2,kernel_split,20,16,100,verify,2,21,0,20,0
main,ablate-r2-kernel_split-v2-d20-k16-v100,47,2,kernel_split,20,16,100,read_640,28,21,0,20,0
main,ablate-r2-kernel_split-v2-d20-k16-v100,47,2,kernel_split,20,16,100,close,1,18,0,1,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v100,48,2,no_huge_pages,20,16,100,setup_and_write,8,21,0,1,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v100,48,2,no_huge_pages,20,16,100,verify,1,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v100,48,2,no_huge_pages,20,16,100,read_640,28,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v100,48,2,no_huge_pages,20,16,100,close,2,21,0,2,0
main,ablate-r2-no_registered_files-v2-d20-k16-v100,49,2,no_registered_files,20,16,100,setup_and_write,6,19,0,1,0
main,ablate-r2-no_registered_files-v2-d20-k16-v100,49,2,no_registered_files,20,16,100,verify,2,21,0,20,0
main,ablate-r2-no_registered_files-v2-d20-k16-v100,49,2,no_registered_files,20,16,100,read_640,28,21,0,20,0
main,ablate-r2-no_registered_files-v2-d20-k16-v100,49,2,no_registered_files,20,16,100,close,1,14,0,1,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v100,50,2,reuse_encoded_metadata,20,16,100,setup_and_write,6,19,0,1,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v100,50,2,reuse_encoded_metadata,20,16,100,verify,2,21,0,20,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v100,50,2,reuse_encoded_metadata,20,16,100,read_640,28,21,0,20,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v100,50,2,reuse_encoded_metadata,20,16,100,close,1,17,0,1,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v100,51,2,no_registered_buffers,20,16,100,setup_and_write,4,15,0,1,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v100,51,2,no_registered_buffers,20,16,100,verify,2,21,0,20,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v100,51,2,no_registered_buffers,20,16,100,read_640,28,21,0,20,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v100,51,2,no_registered_buffers,20,16,100,close,1,14,0,1,0
main,ablate-r2-single_reap-v2-d20-k16-v100,52,2,single_reap,20,16,100,setup_and_write,6,18,0,1,0
main,ablate-r2-single_reap-v2-d20-k16-v100,52,2,single_reap,20,16,100,verify,2,21,0,20,0
main,ablate-r2-single_reap-v2-d20-k16-v100,52,2,single_reap,20,16,100,read_640,28,21,0,20,0
main,ablate-r2-single_reap-v2-d20-k16-v100,52,2,single_reap,20,16,100,close,1,15,0,1,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v100,53,2,no_defer_taskrun,20,16,100,setup_and_write,6,19,0,1,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v100,53,2,no_defer_taskrun,20,16,100,verify,2,21,0,20,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v100,53,2,no_defer_taskrun,20,16,100,read_640,28,21,0,20,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v100,53,2,no_defer_taskrun,20,16,100,close,1,17,0,1,0
main,ablate-r2-control_after-v2-d20-k16-v100,54,2,control_after,20,16,100,setup_and_write,6,19,0,1,0
main,ablate-r2-control_after-v2-d20-k16-v100,54,2,control_after,20,16,100,verify,2,21,0,20,0
main,ablate-r2-control_after-v2-d20-k16-v100,54,2,control_after,20,16,100,read_640,28,21,0,20,0
main,ablate-r2-control_after-v2-d20-k16-v100,54,2,control_after,20,16,100,close,1,18,0,1,0
main,ablate-r2-control_before-v2-d20-k16-v1024,55,2,control_before,20,16,1024,setup_and_write,6,19,0,1,0
main,ablate-r2-control_before-v2-d20-k16-v1024,55,2,control_before,20,16,1024,verify,2,21,0,20,0
main,ablate-r2-control_before-v2-d20-k16-v1024,55,2,control_before,20,16,1024,read_640,27,21,0,20,0
main,ablate-r2-control_before-v2-d20-k16-v1024,55,2,control_before,20,16,1024,close,1,21,0,4,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v1024,56,2,no_registered_buffers,20,16,1024,setup_and_write,4,15,0,1,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v1024,56,2,no_registered_buffers,20,16,1024,verify,1,21,0,20,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v1024,56,2,no_registered_buffers,20,16,1024,read_640,28,21,0,20,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v1024,56,2,no_registered_buffers,20,16,1024,close,1,13,0,11,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v1024,57,2,reuse_encoded_metadata,20,16,1024,setup_and_write,6,19,0,1,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v1024,57,2,reuse_encoded_metadata,20,16,1024,verify,2,21,0,20,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v1024,57,2,reuse_encoded_metadata,20,16,1024,read_640,27,21,0,20,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v1024,57,2,reuse_encoded_metadata,20,16,1024,close,1,21,0,19,0
main,ablate-r2-kernel_split-v2-d20-k16-v1024,58,2,kernel_split,20,16,1024,setup_and_write,6,19,0,1,0
main,ablate-r2-kernel_split-v2-d20-k16-v1024,58,2,kernel_split,20,16,1024,verify,2,21,0,20,0
main,ablate-r2-kernel_split-v2-d20-k16-v1024,58,2,kernel_split,20,16,1024,read_640,28,21,0,20,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v1024,59,2,no_defer_taskrun,20,16,1024,setup_and_write,6,18,0,1,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v1024,59,2,no_defer_taskrun,20,16,1024,verify,2,21,0,20,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v1024,59,2,no_defer_taskrun,20,16,1024,read_640,27,21,0,20,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v1024,59,2,no_defer_taskrun,20,16,1024,close,1,21,0,2,0
main,ablate-r2-single_reap-v2-d20-k16-v1024,60,2,single_reap,20,16,1024,setup_and_write,6,19,0,1,0
main,ablate-r2-single_reap-v2-d20-k16-v1024,60,2,single_reap,20,16,1024,verify,2,21,0,20,0
main,ablate-r2-single_reap-v2-d20-k16-v1024,60,2,single_reap,20,16,1024,read_640,27,21,0,20,0
main,ablate-r2-single_reap-v2-d20-k16-v1024,60,2,single_reap,20,16,1024,close,1,21,0,3,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v1024,61,2,no_huge_pages,20,16,1024,setup_and_write,8,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v1024,61,2,no_huge_pages,20,16,1024,verify,1,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v1024,61,2,no_huge_pages,20,16,1024,read_640,28,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v1024,61,2,no_huge_pages,20,16,1024,close,2,21,0,2,0
main,ablate-r2-no_registered_files-v2-d20-k16-v1024,62,2,no_registered_files,20,16,1024,setup_and_write,6,19,0,1,0
main,ablate-r2-no_registered_files-v2-d20-k16-v1024,62,2,no_registered_files,20,16,1024,verify,2,21,0,20,0
main,ablate-r2-no_registered_files-v2-d20-k16-v1024,62,2,no_registered_files,20,16,1024,read_640,27,21,0,20,0
main,ablate-r2-no_registered_files-v2-d20-k16-v1024,62,2,no_registered_files,20,16,1024,close,1,21,0,2,0
main,ablate-r2-control_after-v2-d20-k16-v1024,63,2,control_after,20,16,1024,setup_and_write,6,19,0,1,0
main,ablate-r2-control_after-v2-d20-k16-v1024,63,2,control_after,20,16,1024,verify,2,21,0,20,0
main,ablate-r2-control_after-v2-d20-k16-v1024,63,2,control_after,20,16,1024,read_640,27,21,0,20,0
main,ablate-r2-control_after-v2-d20-k16-v1024,63,2,control_after,20,16,1024,close,1,21,0,4,0
main,ablate-r2-control_before-v2-d20-k16-v4096,64,2,control_before,20,16,4096,setup_and_write,6,19,0,1,0
main,ablate-r2-control_before-v2-d20-k16-v4096,64,2,control_before,20,16,4096,verify,2,21,0,20,0
main,ablate-r2-control_before-v2-d20-k16-v4096,64,2,control_before,20,16,4096,read_640,28,21,0,20,0
main,ablate-r2-control_before-v2-d20-k16-v4096,64,2,control_before,20,16,4096,close,1,19,0,1,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v4096,65,2,no_huge_pages,20,16,4096,setup_and_write,8,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v4096,65,2,no_huge_pages,20,16,4096,verify,1,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v4096,65,2,no_huge_pages,20,16,4096,read_640,28,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v4096,65,2,no_huge_pages,20,16,4096,close,3,21,0,1,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v4096,66,2,reuse_encoded_metadata,20,16,4096,setup_and_write,6,19,0,1,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v4096,66,2,reuse_encoded_metadata,20,16,4096,verify,2,21,0,20,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v4096,66,2,reuse_encoded_metadata,20,16,4096,read_640,28,21,0,20,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v4096,66,2,reuse_encoded_metadata,20,16,4096,close,1,17,0,1,0
main,ablate-r2-single_reap-v2-d20-k16-v4096,67,2,single_reap,20,16,4096,setup_and_write,6,19,0,1,0
main,ablate-r2-single_reap-v2-d20-k16-v4096,67,2,single_reap,20,16,4096,verify,2,21,0,20,0
main,ablate-r2-single_reap-v2-d20-k16-v4096,67,2,single_reap,20,16,4096,read_640,28,21,0,20,0
main,ablate-r2-single_reap-v2-d20-k16-v4096,67,2,single_reap,20,16,4096,close,1,16,0,1,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v4096,68,2,no_defer_taskrun,20,16,4096,setup_and_write,6,19,0,1,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v4096,68,2,no_defer_taskrun,20,16,4096,verify,2,21,0,20,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v4096,68,2,no_defer_taskrun,20,16,4096,read_640,28,21,0,20,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v4096,68,2,no_defer_taskrun,20,16,4096,close,1,17,0,1,0
main,ablate-r2-no_registered_files-v2-d20-k16-v4096,69,2,no_registered_files,20,16,4096,setup_and_write,6,19,0,1,0
main,ablate-r2-no_registered_files-v2-d20-k16-v4096,69,2,no_registered_files,20,16,4096,verify,2,21,0,20,0
main,ablate-r2-no_registered_files-v2-d20-k16-v4096,69,2,no_registered_files,20,16,4096,read_640,28,21,0,20,0
main,ablate-r2-no_registered_files-v2-d20-k16-v4096,69,2,no_registered_files,20,16,4096,close,1,1,0,1,0
main,ablate-r2-kernel_split-v2-d20-k16-v4096,70,2,kernel_split,20,16,4096,setup_and_write,6,19,0,1,0
main,ablate-r2-kernel_split-v2-d20-k16-v4096,70,2,kernel_split,20,16,4096,verify,2,41,20,20,0
main,ablate-r2-kernel_split-v2-d20-k16-v4096,70,2,kernel_split,20,16,4096,read_640,28,41,20,20,0
main,ablate-r2-kernel_split-v2-d20-k16-v4096,70,2,kernel_split,20,16,4096,close,1,35,17,1,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v4096,71,2,no_registered_buffers,20,16,4096,setup_and_write,4,16,0,1,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v4096,71,2,no_registered_buffers,20,16,4096,verify,2,21,0,20,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v4096,71,2,no_registered_buffers,20,16,4096,read_640,28,21,0,20,0
main,ablate-r2-control_after-v2-d20-k16-v4096,72,2,control_after,20,16,4096,setup_and_write,6,19,0,1,0
main,ablate-r2-control_after-v2-d20-k16-v4096,72,2,control_after,20,16,4096,verify,2,21,0,20,0
main,ablate-r2-control_after-v2-d20-k16-v4096,72,2,control_after,20,16,4096,read_640,28,21,0,20,0
main,ablate-r2-control_after-v2-d20-k16-v4096,72,2,control_after,20,16,4096,close,1,20,0,1,0
main,ablate-r2-control_before-v2-d20-k16-v65536,73,2,control_before,20,16,65536,setup_and_write,5,21,0,15,0
main,ablate-r2-control_before-v2-d20-k16-v65536,73,2,control_before,20,16,65536,read_640,28,21,0,20,0
main,ablate-r2-no_registered_files-v2-d20-k16-v65536,74,2,no_registered_files,20,16,65536,setup_and_write,5,21,0,16,0
main,ablate-r2-no_registered_files-v2-d20-k16-v65536,74,2,no_registered_files,20,16,65536,read_640,28,21,0,20,0
main,ablate-r2-single_reap-v2-d20-k16-v65536,75,2,single_reap,20,16,65536,setup_and_write,5,21,0,16,0
main,ablate-r2-single_reap-v2-d20-k16-v65536,75,2,single_reap,20,16,65536,read_640,28,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v65536,76,2,no_huge_pages,20,16,65536,setup_and_write,6,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v65536,76,2,no_huge_pages,20,16,65536,read_640,28,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v65536,76,2,no_huge_pages,20,16,65536,close,2,21,0,1,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v65536,77,2,no_defer_taskrun,20,16,65536,setup_and_write,5,21,0,16,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v65536,77,2,no_defer_taskrun,20,16,65536,read_640,28,21,0,20,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v65536,78,2,reuse_encoded_metadata,20,16,65536,setup_and_write,5,21,0,16,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v65536,78,2,reuse_encoded_metadata,20,16,65536,read_640,28,21,0,20,0
main,ablate-r2-kernel_split-v2-d20-k16-v65536,79,2,kernel_split,20,16,65536,setup_and_write,5,21,0,16,0
main,ablate-r2-kernel_split-v2-d20-k16-v65536,79,2,kernel_split,20,16,65536,read_640,28,21,0,20,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v65536,80,2,no_registered_buffers,20,16,65536,setup_and_write,3,21,0,20,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v65536,80,2,no_registered_buffers,20,16,65536,read_640,28,21,0,20,0
main,ablate-r2-control_after-v2-d20-k16-v65536,81,2,control_after,20,16,65536,setup_and_write,5,21,0,16,0
main,ablate-r2-control_after-v2-d20-k16-v65536,81,2,control_after,20,16,65536,read_640,28,21,0,20,0
main,ablate-r2-control_before-v2-d20-k16-v4194304,82,2,control_before,20,16,4194304,setup_and_write,20,21,0,20,0
main,ablate-r2-control_before-v2-d20-k16-v4194304,82,2,control_before,20,16,4194304,verify,3,21,0,20,0
main,ablate-r2-control_before-v2-d20-k16-v4194304,82,2,control_before,20,16,4194304,read_640,28,21,0,20,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v4194304,83,2,reuse_encoded_metadata,20,16,4194304,setup_and_write,20,21,0,20,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v4194304,83,2,reuse_encoded_metadata,20,16,4194304,verify,3,21,0,20,0
main,ablate-r2-reuse_encoded_metadata-v2-d20-k16-v4194304,83,2,reuse_encoded_metadata,20,16,4194304,read_640,28,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v4194304,84,2,no_huge_pages,20,16,4194304,setup_and_write,22,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v4194304,84,2,no_huge_pages,20,16,4194304,verify,3,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v4194304,84,2,no_huge_pages,20,16,4194304,read_640,27,21,0,20,0
main,ablate-r2-no_huge_pages-v2-d20-k16-v4194304,84,2,no_huge_pages,20,16,4194304,close,1,21,0,1,0
main,ablate-r2-no_registered_files-v2-d20-k16-v4194304,85,2,no_registered_files,20,16,4194304,setup_and_write,20,25,4,20,0
main,ablate-r2-no_registered_files-v2-d20-k16-v4194304,85,2,no_registered_files,20,16,4194304,verify,3,25,4,20,0
main,ablate-r2-no_registered_files-v2-d20-k16-v4194304,85,2,no_registered_files,20,16,4194304,read_640,28,25,4,20,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v4194304,86,2,no_registered_buffers,20,16,4194304,setup_and_write,19,21,0,20,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v4194304,86,2,no_registered_buffers,20,16,4194304,verify,2,21,0,20,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v4194304,86,2,no_registered_buffers,20,16,4194304,read_640,28,21,0,20,0
main,ablate-r2-no_registered_buffers-v2-d20-k16-v4194304,86,2,no_registered_buffers,20,16,4194304,close,1,21,0,1,0
main,ablate-r2-kernel_split-v2-d20-k16-v4194304,87,2,kernel_split,20,16,4194304,setup_and_write,20,41,20,23,3
main,ablate-r2-kernel_split-v2-d20-k16-v4194304,87,2,kernel_split,20,16,4194304,verify,3,2107,2086,94,74
main,ablate-r2-kernel_split-v2-d20-k16-v4194304,87,2,kernel_split,20,16,4194304,read_640,26,2250,2229,32,12
main,ablate-r2-single_reap-v2-d20-k16-v4194304,88,2,single_reap,20,16,4194304,setup_and_write,20,21,0,20,0
main,ablate-r2-single_reap-v2-d20-k16-v4194304,88,2,single_reap,20,16,4194304,verify,3,21,0,20,0
main,ablate-r2-single_reap-v2-d20-k16-v4194304,88,2,single_reap,20,16,4194304,read_640,28,21,0,20,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v4194304,89,2,no_defer_taskrun,20,16,4194304,setup_and_write,20,21,0,20,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v4194304,89,2,no_defer_taskrun,20,16,4194304,verify,2,21,0,20,0
main,ablate-r2-no_defer_taskrun-v2-d20-k16-v4194304,89,2,no_defer_taskrun,20,16,4194304,read_640,28,21,0,20,0
main,ablate-r2-control_after-v2-d20-k16-v4194304,90,2,control_after,20,16,4194304,setup_and_write,20,21,0,20,0
main,ablate-r2-control_after-v2-d20-k16-v4194304,90,2,control_after,20,16,4194304,verify,3,21,0,20,0
main,ablate-r2-control_after-v2-d20-k16-v4194304,90,2,control_after,20,16,4194304,read_640,28,21,0,20,0
main,ablate-r3-control_before-v2-d20-k16-v100,91,3,control_before,20,16,100,setup_and_write,6,19,0,1,0
main,ablate-r3-control_before-v2-d20-k16-v100,91,3,control_before,20,16,100,verify,2,21,0,20,0
main,ablate-r3-control_before-v2-d20-k16-v100,91,3,control_before,20,16,100,read_640,28,21,0,20,0
main,ablate-r3-control_before-v2-d20-k16-v100,91,3,control_before,20,16,100,close,1,17,0,7,0
main,ablate-r3-reuse_encoded_metadata-v2-d20-k16-v100,92,3,reuse_encoded_metadata,20,16,100,setup_and_write,6,19,0,1,0
main,ablate-r3-reuse_encoded_metadata-v2-d20-k16-v100,92,3,reuse_encoded_metadata,20,16,100,verify,2,21,0,20,0
main,ablate-r3-reuse_encoded_metadata-v2-d20-k16-v100,92,3,reuse_encoded_metadata,20,16,100,read_640,28,21,0,20,0
main,ablate-r3-reuse_encoded_metadata-v2-d20-k16-v100,92,3,reuse_encoded_metadata,20,16,100,close,1,15,0,1,0
main,ablate-r3-no_registered_buffers-v2-d20-k16-v100,93,3,no_registered_buffers,20,16,100,setup_and_write,4,15,0,1,0
main,ablate-r3-no_registered_buffers-v2-d20-k16-v100,93,3,no_registered_buffers,20,16,100,verify,2,21,0,20,0
main,ablate-r3-no_registered_buffers-v2-d20-k16-v100,93,3,no_registered_buffers,20,16,100,read_640,28,21,0,20,0
main,ablate-r3-single_reap-v2-d20-k16-v100,94,3,single_reap,20,16,100,setup_and_write,6,18,0,1,0
main,ablate-r3-single_reap-v2-d20-k16-v100,94,3,single_reap,20,16,100,verify,2,21,0,20,0
main,ablate-r3-single_reap-v2-d20-k16-v100,94,3,single_reap,20,16,100,read_640,28,21,0,20,0
main,ablate-r3-single_reap-v2-d20-k16-v100,94,3,single_reap,20,16,100,close,1,15,0,1,0
main,ablate-r3-kernel_split-v2-d20-k16-v100,95,3,kernel_split,20,16,100,setup_and_write,6,19,0,1,0
main,ablate-r3-kernel_split-v2-d20-k16-v100,95,3,kernel_split,20,16,100,verify,2,21,0,20,0
main,ablate-r3-kernel_split-v2-d20-k16-v100,95,3,kernel_split,20,16,100,read_640,28,21,0,20,0
main,ablate-r3-kernel_split-v2-d20-k16-v100,95,3,kernel_split,20,16,100,close,1,16,0,1,0
main,ablate-r3-no_defer_taskrun-v2-d20-k16-v100,96,3,no_defer_taskrun,20,16,100,setup_and_write,6,19,0,1,0
main,ablate-r3-no_defer_taskrun-v2-d20-k16-v100,96,3,no_defer_taskrun,20,16,100,verify,2,21,0,20,0
main,ablate-r3-no_defer_taskrun-v2-d20-k16-v100,96,3,no_defer_taskrun,20,16,100,read_640,28,21,0,20,0
main,ablate-r3-no_defer_taskrun-v2-d20-k16-v100,96,3,no_defer_taskrun,20,16,100,close,1,16,0,1,0
main,ablate-r3-no_registered_files-v2-d20-k16-v100,97,3,no_registered_files,20,16,100,setup_and_write,6,18,0,1,0
main,ablate-r3-no_registered_files-v2-d20-k16-v100,97,3,no_registered_files,20,16,100,verify,2,21,0,20,0
main,ablate-r3-no_registered_files-v2-d20-k16-v100,97,3,no_registered_files,20,16,100,read_640,28,21,0,20,0
main,ablate-r3-no_registered_files-v2-d20-k16-v100,97,3,no_registered_files,20,16,100,close,1,14,0,1,0
main,ablate-r3-no_huge_pages-v2-d20-k16-v100,98,3,no_huge_pages,20,16,100,setup_and_write,8,21,0,20,0
main,ablate-r3-no_huge_pages-v2-d20-k16-v100,98,3,no_huge_pages,20,16,100,verify,1,21,0,20,0
main,ablate-r3-no_huge_pages-v2-d20-k16-v100,98,3,no_huge_pages,20,16,100,read_640,28,21,0,20,0
main,ablate-r3-no_huge_pages-v2-d20-k16-v100,98,3,no_huge_pages,20,16,100,close,2,21,0,2,0
main,ablate-r3-control_after-v2-d20-k16-v100,99,3,control_after,20,16,100,setup_and_write,6,19,0,1,0
main,ablate-r3-control_after-v2-d20-k16-v100,99,3,control_after,20,16,100,verify,2,21,0,20,0
main,ablate-r3-control_after-v2-d20-k16-v100,99,3,control_after,20,16,100,read_640,28,21,0,20,0
main,ablate-r3-control_after-v2-d20-k16-v100,99,3,control_after,20,16,100,close,1,17,0,1,0
main,ablate-r3-control_before-v2-d20-k16-v1024,100,3,control_before,20,16,1024,setup_and_write,6,19,0,1,0
main,ablate-r3-control_before-v2-d20-k16-v1024,100,3,control_before,20,16,1024,verify,2,21,0,20,0
main,ablate-r3-control_before-v2-d20-k16-v1024,100,3,control_before,20,16,1024,read_640,27,21,0,20,0
main,ablate-r3-control_before-v2-d20-k16-v1024,100,3,control_before,20,16,1024,close,1,21,0,3,0
main,ablate-r3-no_registered_files-v2-d20-k16-v1024,101,3,no_registered_files,20,16,1024,setup_and_write,6,19,0,1,0
main,ablate-r3-no_registered_files-v2-d20-k16-v1024,101,3,no_registered_files,20,16,1024,verify,2,21,0,20,0
main,ablate-r3-no_registered_files-v2-d20-k16-v1024,101,3,no_registered_files,20,16,1024,read_640,27,21,0,20,0
main,ablate-r3-no_registered_files-v2-d20-k16-v1024,101,3,no_registered_files,20,16,1024,close,1,21,0,1,0
main,ablate-r3-no_registered_buffers-v2-d20-k16-v1024,102,3,no_registered_buffers,20,16,1024,setup_and_write,4,15,0,1,0
main,ablate-r3-no_registered_buffers-v2-d20-k16-v1024,102,3,no_registered_buffers,20,16,1024,verify,1,21,0,20,0
main,ablate-r3-no_registered_buffers-v2-d20-k16-v1024,102,3,no_registered_buffers,20,16,1024,read_640,28,21,0,20,0
main,ablate-r3-no_registered_buffers-v2-d20-k16-v1024,102,3,no_registered_buffers,20,16,1024,close,1,15,0,9,0
main,ablate-r3-reuse_encoded_metadata-v2-d20-k16-v1024,103,3,reuse_encoded_metadata,20,16,1024,setup_and_write,6,19,0,1,0
main,ablate-r3-reuse_encoded_metadata-v2-d20-k16-v1024,103,3,reuse_encoded_metadata,20,16,1024,verify,1,21,0,20,0
main,ablate-r3-reuse_encoded_metadata-v2-d20-k16-v1024,103,3,reuse_encoded_metadata,20,16,1024,read_640,28,21,0,20,0
main,ablate-r3-reuse_encoded_metadata-v2-d20-k16-v1024,103,3,reuse_encoded_metadata,20,16,1024,close,1,21,0,7,0
main,ablate-r3-single_reap-v2-d20-k16-v1024,104,3,single_reap,20,16,1024,setup_and_write,6,18,0,1,0
main,ablate-r3-single_reap-v2-d20-k16-v1024,104,3,single_reap,20,16,1024,verify,2,21,0,20,0
main,ablate-r3-single_reap-v2-d20-k16-v1024,104,3,single_reap,20,16,1024,read_640,27,21,0,20,0
main,ablate-r3-single_reap-v2-d20-k16-v1024,104,3,single_reap,20,16,1024,close,1,21,0,1,0
main,ablate-r3-no_huge_pages-v2-d20-k16-v1024,105,3,no_huge_pages,20,16,1024,setup_and_write,8,21,0,20,0
main,ablate-r3-no_huge_pages-v2-d20-k16-v1024,105,3,no_huge_pages,20,16,1024,verify,1,21,0,20,0
main,ablate-r3-no_huge_pages-v2-d20-k16-v1024,105,3,no_huge_pages,20,16,1024,read_640,28,21,0,20,0
main,ablate-r3-no_huge_pages-v2-d20-k16-v1024,105,3,no_huge_pages,20,16,1024,close,2,20,0,1,0
main,ablate-r3-kernel_split-v2-d20-k16-v1024,106,3,kernel_split,20,16,1024,setup_and_write,6,19,0,1,0
main,ablate-r3-kernel_split-v2-d20-k16-v1024,106,3,kernel_split,20,16,1024,verify,2,21,0,20,0
main,ablate-r3-kernel_split-v2-d20-k16-v1024,106,3,kernel_split,20,16,1024,read_640,27,21,0,20,0
main,ablate-r3-kernel_split-v2-d20-k16-v1024,106,3,kernel_split,20,16,1024,close,1,21,0,20,0
main,ablate-r3-no_defer_taskrun-v2-d20-k16-v1024,107,3,no_defer_taskrun,20,16,1024,setup_and_write,6,19,0,1,0
