engine,disks,key_bytes,value_bytes,clients,repeat,ops_per_second,logical_gib_s,physical_gib_s,physical_iops,p50_us,p99_us,p999_us,cpu_cores,cpu_us_per_op,rss_mib,read_amplification,min_disk_iops,max_disk_iops
v1,20,16,1024,640,2,774883.5351093023,0.7389865256398223,2.955946102559289,774861.8038091784,364.031,9093.119,10911.743,37.64484690320496,48.58129666917612,11294.3671875,4.0,38474.36970539613,38969.00599536964
v1,20,16,1024,640,3,776013.9937480997,0.7400646150094029,2.9602584600376116,775992.461805742,350.207,9486.335,10870.783,37.6227746443752,48.48208272979655,11294.3671875,4.0,38534.40139659815,39026.645523274856
v1,20,16,1024,2560,1,767884.2897323644,0.7323115250896114,2.9292461003584456,767861.5470041239,340.223,59736.063,61243.391,37.26990971963339,48.53584090465415,11671.05078125,4.0,38227.95525503805,38640.48856903381
v1,20,16,1024,2560,2,772070.3405489746,0.736303654240584,2.945214616962336,772045.0268840299,357.119,59113.471,60719.103,37.28817628010998,48.29634596971633,11671.05078125,4.0,38439.789033638124,38841.44570162863
v1,20,16,1024,2560,3,766173.4315851396,0.7306799236155888,2.922719694462355,766151.2639846547,342.527,59768.831,61407.231,37.165793028831324,48.50832918069066,11671.05078125,4.0,38144.1068344071,38542.33194311833
v1,20,16,4096,160,1,726661.5452034705,2.7719938095225163,5.543987619045033,726659.7460894698,192.255,586.751,808.447,34.839349467635905,47.94439680701781,11229.72265625,2.0,36179.78275223075,36543.003878829215
v1,20,16,4096,160,2,716556.5868055896,2.7334464523528657,5.466892904705731,716551.9893323204,194.687,601.599,826.879,35.00158043940441,48.846917443661376,11229.72265625,2.0,35672.394765753816,36046.189331549846
v1,20,16,4096,160,3,716322.9450031597,2.7325551796080005,5.465110359216001,716319.3470316564,194.687,603.135,840.703,35.04692712800143,48.92615456823994,11229.72265625,2.0,35663.89308937904,36042.07987183114
v1,20,16,4096,640,1,735879.3290993698,2.8071568645453255,5.614313729090651,735870.7581158688,390.399,9428.991,11001.855,37.135558816573365,50.46419616382341,11292.44140625,2.0,36612.84961407961,36974.824173100365
v1,20,16,4096,640,2,739744.0084478802,2.8218994462886053,5.643798892577211,739737.0319553991,406.271,8806.399,10715.135,37.30846451256895,50.434290898616425,11292.44140625,2.0,36796.21395751358,37168.559327650444
v1,20,16,4096,640,3,735515.9608882226,2.805770724823847,5.611541449647694,735508.186362735,382.207,9756.671,11476.991,37.06603523448477,50.394603523930535,11292.44140625,2.0,36580.93654020387,36966.47326566355
v1,20,16,4096,2560,1,722352.2914749823,2.755555311107568,5.511110622215136,722344.7883972643,375.295,63668.223,65798.143,36.930737717311224,51.1256600874094,11701.90234375,2.0,35904.79372326479,36291.9920233991
v1,20,16,4096,2560,2,727426.4412819031,2.7749116565014003,5.5498233130028005,727419.7270860841,383.743,63340.543,65077.247,36.81284600134492,50.60696712711143,11733.234375,2.0,36169.57035355019,36561.75837992154
v1,20,16,4096,2560,3,724253.3037603948,2.7628070974746506,5.525614194949301,724247.3716389225,354.047,63602.687,65339.391,36.68838573736622,50.656842774311826,11774.2890625,2.0,36005.20901326568,36394.553919228354
v1,20,16,4194304,160,1,48556.47589768246,189.6737339753221,189.85896223115736,1602363.704623521,2809.855,9961.471,13180.927,19.26560721217618,396.7669987577435,14181.14453125,1.0009765625,77084.24936271453,82647.23409654362
v1,20,16,4194304,160,2,48492.11139328781,189.4223101300305,189.60729285476685,1600239.6759784976,2826.239,9920.511,12894.207,19.230268635680428,396.5648861876996,14181.14453125,1.0009765625,76909.76339073782,82583.11039891338
v1,20,16,4194304,160,3,48493.59266964502,189.42809636580085,189.6130847411581,1600288.5580982857,2801.663,10059.775,13426.687,19.247182610379223,396.90156061436056,14181.14453125,1.0009765625,76841.05956328259,82549.10190174567
v1,20,16,4194304,640,1,56423.02061555702,220.4024242795196,220.61766102198007,1861959.6803133816,8626.175,49283.071,64159.743,20.151143393622526,357.1440021072964,14181.14453125,1.0009765625,90153.5732822909,96346.48158769708
