experiment,source,repeat,engine,value_bytes,records_per_disk,prefill_batch,input_mode,batch_large_records,operations,seconds,ops_per_second,gib_per_second,cpu_cores,physical_write_bytes,block_write_requests,write_amplification,mean_block_write_kib,verified_records
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,1,foyer,4194304,2048,620,owned_value,False,40960,4.810644274,8514.45204987942,33.25957831984149,44.15953080300445,172030267392,1351526,1.0013479471206665,124.30268304124375,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,1,foyer,65536,65520,2560,owned_value,False,1310400,6.634843852,197502.76407861421,12.054612065345106,46.52234640110713,91382427648,752971,1.0640912603021977,118.51804651175145,1310400
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,1,v1,4194304,2048,620,owned_value,False,40960,7.35702013,5567.4715137689855,21.7479356006601,30.1999629026433,172136677376,1351916,1.0019673347473144,124.3436899925735,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,1,v1,4194304,2048,620,in_place,False,40960,3.617847512,11321.649092213038,44.22519176645718,15.440552376713882,172136673280,1351915,1.0019673109054565,124.34377900977502,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,1,v2,4194304,2048,620,owned_value,False,40960,7.716643647,5308.007195061291,20.734403105708168,28.831354430432206,172149358592,1351988,1.0020411491394043,124.34622792509992,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,1,v2,4194304,2048,620,in_place,False,40960,3.566200742,11485.612550523103,44.86567402548087,15.349759578957544,172149358592,1351988,1.0020411491394043,124.34622792509992,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,1,v2,65536,65520,2560,owned_value,False,1310400,8.257255517,158696.7966901538,9.68608378235802,34.05641237830668,96771850240,1311750,1.1268477182539682,72.04403278063656,1310400
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,1,v2,65536,65520,2560,in_place,False,1310400,4.856137695,269844.0782165671,16.469975477085395,18.5385352834399,96771850240,1311742,1.1268477182539682,72.0444721599217,1310400
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,2,foyer,4194304,2048,620,owned_value,False,40960,4.7821349269999995,8565.212112426874,33.45785981416748,44.46874675144439,172030152704,1353302,1.001347279548645,124.13947219467643,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,2,foyer,65536,65520,2560,owned_value,False,1310400,6.754676187,193998.93699152983,11.840755431611928,46.291774963512395,91378044928,751051,1.0640402262667887,118.81532945166174,1310400
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,2,v1,4194304,2048,620,owned_value,False,40960,7.707362983,5314.3987237067695,20.75937001447957,28.845281127977206,172136677376,1351916,1.0019673347473144,124.3436899925735,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,2,v1,4194304,2048,620,in_place,False,40960,3.6088169199999998,11349.980037225054,44.33585952041037,15.466769924144561,172136677376,1351916,1.0019673347473144,124.3436899925735,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,2,v2,4194304,2048,620,owned_value,False,40960,7.637689836,5362.878158122681,20.948742805166724,29.115029907585264,172149358592,1351988,1.0020411491394043,124.34622792509992,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,2,v2,4194304,2048,620,in_place,False,40960,3.554537009,11523.301036475437,45.01289467373218,15.346685900830353,172149358592,1351988,1.0020411491394043,124.34622792509992,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,2,v2,65536,65520,2560,owned_value,False,1310400,8.309291668,157702.9730520226,9.625425601319739,34.19635515916277,96771850240,1311742,1.1268477182539682,72.0444721599217,1310400
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,2,v2,65536,65520,2560,in_place,False,1310400,4.731164823,276971.96124507114,16.90502693146186,18.51604441555935,96771850240,1311744,1.1268477182539682,72.04436231459798,1310400
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,3,foyer,4194304,2048,620,owned_value,False,40960,4.732710393,8654.66014159299,33.80726617809762,44.02504267072317,172030332928,1353981,1.001348328590393,124.0773482050339,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,3,foyer,65536,65520,2560,owned_value,False,1310400,6.416230573,204232.06197019565,12.465335813610574,46.48560562257712,91383115776,755201,1.0640992731227106,118.16896958558053,1310400
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,3,v1,4194304,2048,620,owned_value,False,40960,7.5774814,5405.490008857033,21.115195347097785,29.33449655184901,172136677376,1351916,1.0019673347473144,124.3436899925735,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,3,v1,4194304,2048,620,in_place,False,40960,3.609197582,11348.782955047429,44.33118341815402,15.44700497363904,172136673280,1351915,1.0019673109054565,124.34377900977502,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,3,v2,4194304,2048,620,owned_value,False,40960,7.7990376359999996,5251.930034409697,20.51535169691288,28.552001592110287,172149358592,1351988,1.0020411491394043,124.34622792509992,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,3,v2,4194304,2048,620,in_place,False,40960,3.537306896,11579.430681097454,45.23215109803693,15.382831798261929,172149358592,1351988,1.0020411491394043,124.34622792509992,40960
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,3,v2,65536,65520,2560,owned_value,False,1310400,8.219366958,159428.3363543677,9.730733420066388,34.61494473404432,96771850240,1311743,1.1268477182539682,72.04441723721796,1310400
in_place,c948449939eb5c7ca43a9342ee9d343e67a6c7c5,3,v2,65536,65520,2560,in_place,False,1310400,4.595809517,285129.3107672983,17.402912034136857,18.542133585994748,96771850240,1311747,1.1268477182539682,72.04419754724043,1310400
