workload,phase,qd,engine,samples,verified_reads,read_range,gib_s,ops_s,p50_us,p99_us,p999_us,device_read_bytes_per_op,device_write_amplification,cpu_percent,min_ops_s,max_ops_s
4194304,read,1,legacy,3,False,65530:65540,0.0002705025815831911,29044.993534584442,19.44,68.759,71.399,8192.0,0.0,6.161638628419242,27088.18873526477,32397.141309338804
4194304,read,1,v2,3,False,65530:65540,0.0003419370548677981,36715.21169869376,19.12,68.228,69.278,8192.0,0.0,8.337497239477907,36166.14942525664,37024.483964695995
4194304,read,64,legacy,3,False,65530:65540,0.007031423246931239,754993.3222475951,38.829,802.064,1231.485,8192.0,0.0,93.08723564157962,519057.72413110564,857699.9800044075
4194304,read,64,v2,3,False,65530:65540,0.007923104804011526,850736.9004002499,59.388,201.035,283.744,8192.0,0.0,99.91213144229822,816037.0302796257,854546.966170182
4194304,write,64,legacy,3,False,65530:65540,7.580756740247917,1940.6737255034668,,,,0.0,1.0009841918945312,71.73063642757384,1886.3949306909028,1944.1405880964526
4194304,write,64,v2,3,False,65530:65540,8.685579922274481,2223.5084601022672,,,,0.0,1.0009765625,87.2007311403228,2219.9072366669293,2245.151258208198
