read_phase,seconds,ops,cpu_cores,cpu_us_per_read,p99_us,rss_mib,estimated_start_after_verification_s,observed_end_after_verification_s
1,10.000610359,8808508.864733784,19.20722626965816,2.18053095757867,112.575,272323.41015625,3.7205376625061035,13.721148014068604
2,10.00031928,9169262.343791887,19.999264063496977,2.1811202813972943,112.575,272323.41015625,15.7870774269104,25.787396669387817
