value_bytes,samples,operations,seconds,ops_per_second,logical_gib_s,physical_gib_s,write_amplification,cpu_cores,min_ops_per_second,max_ops_per_second
100,3,2621440.0,0.052505535,49926926.75162724,4.649807396496389,8.929737145249604,1.920453125,13.859719741928155,46476717.361990996,60402244.14392427
1024,3,2621440.0,0.071225101,36805002.214036874,35.099985326802134,50.457300073822466,1.437530517578125,18.13159942026618,36129564.70079343,39082520.30313702
4096,3,2611220.0,0.137267559,19022848.654284,72.56640874589539,74.8348141963333,1.0312597176798584,18.971678515824703,18468295.363295965,19920933.906247027
65536,3,163800.0,0.307288758,533049.1133684753,32.534735923368856,36.60182619474176,1.1250076312576314,16.80238494113735,525096.7507593299,567156.1396121942
4194304,3,40960.0,4.115661949,9952.22652092508,38.875884847363594,38.955169591384134,1.0020394325256348,16.30757963887379,9888.448623525152,9991.298603414818
