kind,run,round,variant,value_bytes,disk,major_faults,minor_faults,operations,passes,sync_seconds,system_seconds,user_seconds,write_seconds
long,long-r3-old-d20-k16-v100,3,old,100,17,0,79065,4201344,32,1.7919e-05,0.13329,0.840918,0.974868816
long,long-r3-old-d20-k16-v1024,3,old,1024,9,0,149168,4184864,32,0.019271776,0.365916,1.471127,1.8928433359999999
long,long-r3-old-d20-k16-v1024,3,old,1024,11,0,149161,4186016,32,2.1359e-05,0.420981,1.443819,1.999896605
long,long-r3-old-d20-k16-v1024,3,old,1024,8,0,149161,4185664,32,1.977e-05,0.403742,1.465688,2.004474881
long,long-r3-old-d20-k16-v1024,3,old,1024,10,0,149160,4187680,32,1.957e-05,0.38314800000000004,1.4965519999999999,2.009684634
long,long-r3-old-d20-k16-v1024,3,old,1024,19,0,125638,4177568,32,6.8839e-05,0.443004,1.5058340000000001,2.078574674
long,long-r3-old-d20-k16-v1024,3,old,1024,3,0,149165,4204992,32,4.0769e-05,0.478097,1.5355420000000002,2.135281774
long,long-r3-old-d20-k16-v1024,3,old,1024,5,0,149165,4197984,32,2.0749e-05,0.48500899999999997,1.527755,2.137737584
long,long-r3-old-d20-k16-v1024,3,old,1024,7,0,149166,4190080,32,1.8519e-05,0.495265,1.5205369999999998,2.14476801
long,long-r3-old-d20-k16-v1024,3,old,1024,4,0,149166,4209248,32,1.822e-05,0.465977,1.558278,2.147426005
long,long-r3-old-d20-k16-v1024,3,old,1024,2,0,149166,4208448,32,1.8619e-05,0.47817400000000004,1.546921,2.156550459
long,long-r3-old-d20-k16-v1024,3,old,1024,18,0,149166,4206752,32,3.3819e-05,0.47950899999999996,1.5464529999999999,2.161190143
long,long-r3-old-d20-k16-v1024,3,old,1024,6,0,149165,4184352,32,1.866e-05,0.502029,1.518018,2.162428818
long,long-r3-old-d20-k16-v1024,3,old,1024,1,0,149160,4199072,32,1.679e-05,0.49914300000000006,1.518332,2.163162063
long,long-r3-old-d20-k16-v1024,3,old,1024,13,0,149166,4207232,32,2.403e-05,0.458837,1.5719370000000001,2.176178076
long,long-r3-old-d20-k16-v1024,3,old,1024,14,0,149165,4195200,32,1.733e-05,0.487134,1.55282,2.176622117
long,long-r3-old-d20-k16-v1024,3,old,1024,16,0,149162,4187648,32,1.768e-05,0.48198399999999997,1.550062,2.178809002
long,long-r3-old-d20-k16-v1024,3,old,1024,12,0,149160,4186176,32,1.8349e-05,0.46487900000000004,1.5623099999999999,2.185597714
long,long-r3-old-d20-k16-v1024,3,old,1024,17,0,149164,4201344,32,1.881e-05,0.454731,1.5928360000000001,2.196120118
long,long-r3-old-d20-k16-v1024,3,old,1024,0,0,149164,4187360,32,1.3649e-05,0.46715799999999996,1.531945,2.198905132
long,long-r3-old-d20-k16-v1024,3,old,1024,15,0,149167,4198400,32,1.63e-05,0.48720199999999997,1.5327380000000002,2.199688985
long,long-r3-current-d20-k16-v1024,3,current,1024,9,0,149168,4184864,32,4.5049e-05,0.38113,1.448047,1.890008525
long,long-r3-current-d20-k16-v1024,3,current,1024,8,0,149161,4185664,32,1.959e-05,0.36601100000000003,1.497513,2.006453931
long,long-r3-current-d20-k16-v1024,3,current,1024,11,0,149161,4186016,32,1.764e-05,0.377587,1.4871050000000001,2.010951999
long,long-r3-current-d20-k16-v1024,3,current,1024,10,0,149160,4187680,32,6.6668e-05,0.38940899999999995,1.484244,2.016350399
long,long-r3-current-d20-k16-v1024,3,current,1024,19,0,125638,4177568,32,5.3579e-05,0.385284,1.5642509999999998,2.083536783
long,long-r3-current-d20-k16-v1024,3,current,1024,2,0,149166,4208448,32,3.2929e-05,0.484907,1.530853,2.146539213
long,long-r3-current-d20-k16-v1024,3,current,1024,1,0,149160,4199072,32,1.629e-05,0.449824,1.5572020000000002,2.147283958
long,long-r3-current-d20-k16-v1024,3,current,1024,13,0,149166,4207232,32,2.848e-05,0.48337100000000005,1.550882,2.155641147
long,long-r3-current-d20-k16-v1024,3,current,1024,5,0,149165,4197984,32,1.63e-05,0.4817469999999999,1.536154,2.157390911
long,long-r3-current-d20-k16-v1024,3,current,1024,18,0,149166,4206752,32,1.6679e-05,0.41867200000000004,1.6191360000000001,2.165733241
long,long-r3-current-d20-k16-v1024,3,current,1024,7,0,149166,4190080,32,1.3629e-05,0.499608,1.525906,2.167267539
long,long-r3-current-d20-k16-v1024,3,current,1024,4,0,149166,4209248,32,1.367e-05,0.48429999999999995,1.5328119999999998,2.169550832
long,long-r3-current-d20-k16-v1024,3,current,1024,0,0,149164,4187360,32,1.19e-05,0.46477599999999997,1.555107,2.171151119
long,long-r3-current-d20-k16-v1024,3,current,1024,6,0,149165,4184352,32,1.3899e-05,0.514494,1.495514,2.180062347
long,long-r3-current-d20-k16-v1024,3,current,1024,15,0,149167,4198400,32,1.436e-05,0.466843,1.570369,2.180274973
long,long-r3-current-d20-k16-v1024,3,current,1024,14,0,149165,4195200,32,1.471e-05,0.481545,1.551943,2.189098542
long,long-r3-current-d20-k16-v1024,3,current,1024,12,0,149160,4186176,32,1.36e-05,0.495769,1.5275750000000001,2.190843877
long,long-r3-current-d20-k16-v1024,3,current,1024,16,0,149166,4187648,32,1.4559e-05,0.451667,1.5629140000000001,2.200560698
long,long-r3-current-d20-k16-v1024,3,current,1024,17,0,149164,4201344,32,1.34e-05,0.462854,1.5805890000000002,2.201291503
long,long-r3-current-d20-k16-v1024,3,current,1024,3,0,149167,4204992,32,1.2579e-05,0.505922,1.499399,2.2120222529999998
long,long-r4-current-d20-k16-v65536,4,current,65536,11,0,4101,257312,32,5.8899e-05,0.899582,2.334418,3.238648049
long,long-r4-current-d20-k16-v65536,4,current,65536,9,0,4098,263168,32,2.4419e-05,1.088733,2.153355,3.246711294
long,long-r4-current-d20-k16-v65536,4,current,65536,8,0,4097,261664,32,2.5849e-05,0.949498,2.315027,3.269812081
long,long-r4-current-d20-k16-v65536,4,current,65536,10,0,4115,261568,32,1.981e-05,0.946724,2.328108,3.28108492
long,long-r4-current-d20-k16-v65536,4,current,65536,15,0,4116,263584,32,0.000188206,1.192868,7.378219,8.575543851
long,long-r4-current-d20-k16-v65536,4,current,65536,1,0,4099,266304,32,5.7569e-05,1.248846,7.376174,8.629651763
long,long-r4-current-d20-k16-v65536,4,current,65536,5,0,4097,261440,32,4.0979e-05,1.193557,7.460792,8.658168219
long,long-r4-current-d20-k16-v65536,4,current,65536,7,0,4114,264480,32,2.739e-05,1.208861,7.467033,8.679744827
long,long-r4-current-d20-k16-v65536,4,current,65536,3,0,4099,259872,32,3.282e-05,1.2577829999999999,7.474322,8.735686082
long,long-r4-current-d20-k16-v65536,4,current,65536,17,0,4098,260352,32,5.1149e-05,1.304524,7.452141,8.761095723
long,long-r4-current-d20-k16-v65536,4,current,65536,2,0,4098,260832,32,2.289e-05,1.16249,7.59501,8.761726169
long,long-r4-current-d20-k16-v65536,4,current,65536,6,0,4131,261664,32,2.154e-05,1.2191809999999998,7.596649,8.819223692
long,long-r4-current-d20-k16-v65536,4,current,65536,4,0,4101,262464,32,2.286e-05,1.291042,7.544847,8.839661414
long,long-r4-current-d20-k16-v65536,4,current,65536,0,0,4101,266720,32,1.9049e-05,1.291707,7.554546,8.853170538
long,long-r4-current-d20-k16-v65536,4,current,65536,12,0,4099,260512,32,3.7349e-05,1.2986820000000001,7.576066,8.879766304
long,long-r4-current-d20-k16-v65536,4,current,65536,16,0,4115,261920,32,1.695e-05,1.336088,7.5416039999999995,8.881446439
long,long-r4-current-d20-k16-v65536,4,current,65536,19,0,4101,259904,32,2.8949e-05,1.267273,7.625066,8.898247746
long,long-r4-current-d20-k16-v65536,4,current,65536,14,0,3978,264384,32,1.933e-05,1.259271,7.678559,8.9424876
long,long-r4-current-d20-k16-v65536,4,current,65536,13,0,4102,261600,32,1.8229e-05,1.258149,7.707871,8.970988987
long,long-r4-current-d20-k16-v65536,4,current,65536,18,0,4115,261856,32,1.644e-05,1.301299,7.67253,8.979170599
long,long-r4-old-d20-k16-v65536,4,old,65536,11,0,4101,257312,32,0.009956836,0.985817,2.27605,3.265896451
long,long-r4-old-d20-k16-v65536,4,old,65536,9,0,4114,263168,32,2.986e-05,0.9726710000000001,2.303321,3.280257497
long,long-r4-old-d20-k16-v65536,4,old,65536,8,0,4098,261664,32,1.9719e-05,0.9475469999999999,2.340754,3.2934212179999998
long,long-r4-old-d20-k16-v65536,4,old,65536,10,0,4099,261568,32,2.9369e-05,0.9689,2.340643,3.314539096
long,long-r4-old-d20-k16-v65536,4,old,65536,1,0,4099,266304,32,6.6798e-05,1.206037,7.393564,8.603762203
long,long-r4-old-d20-k16-v65536,4,old,65536,17,0,4104,260352,32,7.6299e-05,1.280385,7.360331,8.643838243
long,long-r4-old-d20-k16-v65536,4,old,65536,7,0,4114,264480,32,5.2779e-05,1.229859,7.434908,8.668458828
long,long-r4-old-d20-k16-v65536,4,old,65536,3,0,4113,259872,32,4.2369e-05,1.2250519999999998,7.514564,8.744295206
long,long-r4-old-d20-k16-v65536,4,old,65536,15,0,4115,263584,32,4.3899e-05,1.225819,7.566923,8.797907930000001
long,long-r4-old-d20-k16-v65536,4,old,65536,2,0,4115,260832,32,4.5699e-05,1.250725,7.572255,8.82717724
long,long-r4-old-d20-k16-v65536,4,old,65536,4,0,4111,262464,32,2.5469e-05,1.192067,7.637914,8.83403026
long,long-r4-old-d20-k16-v65536,4,old,65536,5,0,4114,261440,32,2.1949e-05,1.2500919999999998,7.602991,8.857515599
long,long-r4-old-d20-k16-v65536,4,old,65536,6,0,4099,261664,32,2.128e-05,1.2320529999999998,7.631536,8.867348297
long,long-r4-old-d20-k16-v65536,4,old,65536,0,0,4098,266720,32,2.559e-05,1.315507,7.578612,8.900106727
long,long-r4-old-d20-k16-v65536,4,old,65536,14,0,3980,264384,32,3.4349e-05,1.255482,7.656594,8.915869134
long,long-r4-old-d20-k16-v65536,4,old,65536,19,0,4116,259904,32,2.7469e-05,1.39719,7.535608,8.937671609
long,long-r4-old-d20-k16-v65536,4,old,65536,16,0,4115,261920,32,3.163e-05,1.33064,7.619855,8.953953285
long,long-r4-old-d20-k16-v65536,4,old,65536,12,0,4105,260512,32,2.9459e-05,1.276875,7.691935,8.974912556
long,long-r4-old-d20-k16-v65536,4,old,65536,13,0,4102,261600,32,2.2049e-05,1.370737,7.608606,8.984677636
long,long-r4-old-d20-k16-v65536,4,old,65536,18,0,4132,261856,32,2.1179e-05,1.306066,7.704885,9.014999926
long,long-r4-old-d20-k16-v4194304,4,old,4194304,8,0,2166,7984,4,0.010825748,0.56363,5.492235,6.056862135
long,long-r4-old-d20-k16-v4194304,4,old,4194304,11,0,2166,7992,4,3.2619e-05,0.619693,5.466131,6.087285842
long,long-r4-old-d20-k16-v4194304,4,old,4194304,10,0,2172,8232,4,2.817e-05,0.616737,5.529251,6.147215625
long,long-r4-old-d20-k16-v4194304,4,old,4194304,9,0,2166,8236,4,3.0839e-05,0.598494,5.556113,6.156423947
long,long-r4-old-d20-k16-v4194304,4,old,4194304,15,0,2172,8280,4,0.000100998,0.79926,13.103688,13.903934916
long,long-r4-old-d20-k16-v4194304,4,old,4194304,5,0,2166,8332,4,7.9768e-05,0.82653,13.767327,14.595350064
long,long-r4-old-d20-k16-v4194304,4,old,4194304,4,0,2166,8240,4,6.0858e-05,0.8072590000000001,14.033548,14.841704752
long,long-r4-old-d20-k16-v4194304,4,old,4194304,2,0,2166,8088,4,6.1029e-05,0.763437,14.208977,14.974442874
long,long-r4-old-d20-k16-v4194304,4,old,4194304,13,0,2166,7984,4,6.0058e-05,0.840969,14.375006,15.217194476
long,long-r4-old-d20-k16-v4194304,4,old,4194304,19,0,2172,8204,4,5.9289e-05,0.837194,14.752519,15.591401846
long,long-r4-old-d20-k16-v4194304,4,old,4194304,0,0,2167,8272,4,6.3188e-05,0.801392,15.010638,15.814662316
long,long-r4-old-d20-k16-v4194304,4,old,4194304,17,0,2166,8144,4,6.0328e-05,0.9077339999999999,14.945435,15.858316843
long,long-r4-old-d20-k16-v4194304,4,old,4194304,3,0,2166,8152,4,6.4428e-05,0.828073,15.10973,15.939233127
long,long-r4-old-d20-k16-v4194304,4,old,4194304,1,0,2167,8348,4,2.77e-05,0.828377,15.13693,15.969069575
long,long-r4-old-d20-k16-v4194304,4,old,4194304,6,0,2166,8420,4,2.2719e-05,0.87443,15.117389,15.992978347
long,long-r4-old-d20-k16-v4194304,4,old,4194304,7,0,2167,8260,4,3.2199e-05,0.8505609999999999,15.202795,16.058331849
long,long-r4-old-d20-k16-v4194304,4,old,4194304,16,0,2166,8424,4,4.6869e-05,0.888447,15.204473,16.094151565
long,long-r4-old-d20-k16-v4194304,4,old,4194304,12,0,2167,7988,4,3.5939e-05,0.815598,15.369315,16.186384878
long,long-r4-old-d20-k16-v4194304,4,old,4194304,18,0,2166,8212,4,2.453e-05,0.849382,15.382439,16.233236819
long,long-r4-old-d20-k16-v4194304,4,old,4194304,14,0,2166,8048,4,2.287e-05,0.8253119999999999,15.560639,16.387205147
long,long-r4-current-d20-k16-v4194304,4,current,4194304,8,0,2167,7984,4,5.7159e-05,0.6099610000000001,5.432003,6.043755063
long,long-r4-current-d20-k16-v4194304,4,current,4194304,11,0,2168,7992,4,4.4769e-05,0.614976,5.438616,6.054260588
long,long-r4-current-d20-k16-v4194304,4,current,4194304,9,0,2167,8236,4,3.8319e-05,0.586485,5.5448830000000005,6.132899069
long,long-r4-current-d20-k16-v4194304,4,current,4194304,10,0,2167,8232,4,2.601e-05,0.60671,5.561727,6.16994948
long,long-r4-current-d20-k16-v4194304,4,current,4194304,13,0,2166,7984,4,6.3279e-05,0.785347,13.390592,14.177137364
long,long-r4-current-d20-k16-v4194304,4,current,4194304,19,0,2172,8204,4,5.2329e-05,0.8000130000000001,13.691286,14.492500059
long,long-r4-current-d20-k16-v4194304,4,current,4194304,17,0,2167,8144,4,4.7229e-05,0.8283940000000001,13.916649,14.74650946
long,long-r4-current-d20-k16-v4194304,4,current,4194304,15,0,2166,8280,4,3.4419e-05,0.88624,13.906920999999999,14.794322942
long,long-r4-current-d20-k16-v4194304,4,current,4194304,2,0,2167,8088,4,4.9949e-05,0.842791,14.183584999999999,15.028632195
long,long-r4-current-d20-k16-v4194304,4,current,4194304,14,0,2166,8048,4,5.4779e-05,0.8564700000000001,14.427663,15.285699354
long,long-r4-current-d20-k16-v4194304,4,current,4194304,4,0,2172,8240,4,5.7959e-05,0.798091,14.550158,15.349277302
long,long-r4-current-d20-k16-v4194304,4,current,4194304,0,0,2166,8272,4,2.027e-05,0.8339570000000001,14.514768,15.351853099
long,long-r4-current-d20-k16-v4194304,4,current,4194304,12,0,1243,7988,4,4.2429e-05,0.778332,14.811706000000001,15.591661511
long,long-r4-current-d20-k16-v4194304,4,current,4194304,16,0,2166,8424,4,3.656e-05,0.828641,14.96655,15.796645545
long,long-r4-current-d20-k16-v4194304,4,current,4194304,18,0,2166,8212,4,2.3739e-05,0.8784190000000001,14.946909,15.826813638
long,long-r4-current-d20-k16-v4194304,4,current,4194304,6,0,2166,8420,4,4.3239e-05,0.855342,15.027913,15.885047875
long,long-r4-current-d20-k16-v4194304,4,current,4194304,3,0,2166,8152,4,2.0859e-05,0.88964,15.003665,15.894368355
long,long-r4-current-d20-k16-v4194304,4,current,4194304,1,0,2166,8348,4,2.253e-05,0.8284009999999999,15.136715,15.966781172
long,long-r4-current-d20-k16-v4194304,4,current,4194304,5,0,2167,8332,4,1.9769e-05,0.871314,15.182053,16.054943228
long,long-r4-current-d20-k16-v4194304,4,current,4194304,7,0,2166,8260,4,2.5679e-05,0.8425720000000001,15.408477,16.252804418
long,long-r4-current-d20-k16-v100,4,current,100,10,0,78836,4187680,32,3.7269e-05,0.137424,0.779624,0.917629057
long,long-r4-current-d20-k16-v100,4,current,100,9,0,78788,4184864,32,1.795e-05,0.149656,0.775576,0.926162342
long,long-r4-current-d20-k16-v100,4,current,100,8,0,78801,4185664,32,0.010605033,0.124863,0.79259,0.917642217
long,long-r4-current-d20-k16-v100,4,current,100,11,0,78807,4186016,32,0.010600713,0.130396,0.78717,0.917647137
long,long-r4-current-d20-k16-v100,4,current,100,12,0,78809,4186176,32,3.0269e-05,0.143919,0.79404,0.938702606
long,long-r4-current-d20-k16-v100,4,current,100,16,0,78835,4187648,32,3.9089e-05,0.121148,0.816473,0.938691826
long,long-r4-current-d20-k16-v100,4,current,100,15,0,79016,4198400,32,1.5939e-05,0.145348,0.793449,0.939285844
long,long-r4-current-d20-k16-v100,4,current,100,13,0,79165,4207232,32,1.5559e-05,0.132315,0.80685,0.939780694
long,long-r4-current-d20-k16-v100,4,current,100,14,0,78962,4195200,32,1.619e-05,0.157168,0.781789,0.940153586
long,long-r4-current-d20-k16-v100,4,current,100,19,0,78665,4177568,32,1.6569e-05,0.15409499999999998,0.785849,0.940796974
long,long-r4-current-d20-k16-v100,4,current,100,18,0,79157,4206752,32,1.669e-05,0.136084,0.805049,0.94144665
long,long-r4-current-d20-k16-v100,4,current,100,6,0,78779,4184352,32,4.2689e-05,0.15029,0.792732,0.943690714
long,long-r4-current-d20-k16-v100,4,current,100,0,0,78830,4187360,32,1.9929e-05,0.154921,0.78772,0.94389088
long,long-r4-current-d20-k16-v100,4,current,100,2,0,79185,4208448,32,1.7909e-05,0.143202,0.800768,0.945070396
long,long-r4-current-d20-k16-v100,4,current,100,4,0,79199,4209248,32,1.638e-05,0.140853,0.804131,0.945283811
long,long-r4-current-d20-k16-v100,4,current,100,3,0,79127,4204992,32,1.389e-05,0.145649,0.798934,0.945628034
long,long-r4-current-d20-k16-v100,4,current,100,17,0,79065,4201344,32,1.3789e-05,0.147054,0.798039,0.946123835
long,long-r4-current-d20-k16-v100,4,current,100,5,0,79009,4197984,32,1.4179e-05,0.153466,0.792108,0.946393649
long,long-r4-current-d20-k16-v100,4,current,100,1,0,79027,4199072,32,1.385e-05,0.13181500000000002,0.814755,0.947494946
long,long-r4-current-d20-k16-v100,4,current,100,7,0,78875,4190080,32,1.3259e-05,0.143263,0.806777,0.950637072
long,long-r4-old-d20-k16-v100,4,old,100,10,0,78836,4187680,32,0.007728901,0.133254,0.785158,0.91849869
long,long-r4-old-d20-k16-v100,4,old,100,11,0,78808,4186016,32,0.009307609,0.143743,0.773044,0.916919362
long,long-r4-old-d20-k16-v100,4,old,100,8,0,78801,4185664,32,0.005992577,0.137134,0.78282,0.920236164
long,long-r4-old-d20-k16-v100,4,old,100,9,0,78788,4184864,32,1.891e-05,0.11416500000000002,0.813862,0.929015114
long,long-r4-old-d20-k16-v100,4,old,100,0,0,78830,4187360,32,4.6009e-05,0.143266,0.790521,0.934796696
long,long-r4-old-d20-k16-v100,4,old,100,12,0,78809,4186176,32,2.182e-05,0.136382,0.799238,0.936347074
long,long-r4-old-d20-k16-v100,4,old,100,16,0,78835,4187648,32,4.7599e-05,0.14181,0.793796,0.936318845
long,long-r4-old-d20-k16-v100,4,old,100,4,0,79199,4209248,32,3.1139e-05,0.135944,0.800225,0.93706069
long,long-r4-old-d20-k16-v100,4,old,100,3,0,79127,4204992,32,1.8029e-05,0.126937,0.810063,0.937800455
long,long-r4-old-d20-k16-v100,4,old,100,19,0,78665,4177568,32,2.0999e-05,0.14034,0.797367,0.938373373
long,long-r4-old-d20-k16-v100,4,old,100,2,0,79185,4208448,32,2.088e-05,0.140498,0.797452,0.938664897
long,long-r4-old-d20-k16-v100,4,old,100,5,0,79009,4197984,32,2.0679e-05,0.15306399999999998,0.784946,0.939171267
long,long-r4-old-d20-k16-v100,4,old,100,15,0,79016,4198400,32,1.92e-05,0.150129,0.788824,0.939239925
long,long-r4-old-d20-k16-v100,4,old,100,14,0,78962,4195200,32,1.7339e-05,0.12177800000000001,0.817047,0.939736045
long,long-r4-old-d20-k16-v100,4,old,100,13,0,79165,4207232,32,1.633e-05,0.137386,0.801653,0.939897411
long,long-r4-old-d20-k16-v100,4,old,100,6,0,78779,4184352,32,1.681e-05,0.15241000000000002,0.787458,0.940996409
long,long-r4-old-d20-k16-v100,4,old,100,18,0,79157,4206752,32,1.82e-05,0.14806,0.791815,0.941080567
long,long-r4-old-d20-k16-v100,4,old,100,17,0,79065,4201344,32,1.689e-05,0.156591,0.785254,0.942975838
long,long-r4-old-d20-k16-v100,4,old,100,7,0,78875,4190080,32,1.743e-05,0.11857,0.829248,0.949009945
long,long-r4-old-d20-k16-v100,4,old,100,1,0,79027,4199072,32,2.022e-05,0.12378,0.844994,0.969888228
long,long-r4-old-d20-k16-v1024,4,old,1024,9,0,149169,4184864,32,0.018541421,0.38922,1.448909,1.8892095800000002
long,long-r4-old-d20-k16-v1024,4,old,1024,11,0,149161,4186016,32,0.01319438,0.39656399999999997,1.448305,1.894556101
long,long-r4-old-d20-k16-v1024,4,old,1024,8,0,149161,4185664,32,2.86e-05,0.357034,1.5073029999999998,2.003342814
long,long-r4-old-d20-k16-v1024,4,old,1024,10,0,149160,4187680,32,2.1479e-05,0.38171600000000006,1.4966599999999999,2.014366709
long,long-r4-old-d20-k16-v1024,4,old,1024,19,0,125638,4177568,32,7.1349e-05,0.409216,1.561144,2.099629464
long,long-r4-old-d20-k16-v1024,4,old,1024,15,0,149167,4198400,32,3.3149e-05,0.460928,1.5640800000000001,2.138160035
long,long-r4-old-d20-k16-v1024,4,old,1024,16,0,149162,4187648,32,2.255e-05,0.463206,1.566026,2.149314987
long,long-r4-old-d20-k16-v1024,4,old,1024,2,0,149166,4208448,32,4.045e-05,0.480193,1.558065,2.151436983
long,long-r4-old-d20-k16-v1024,4,old,1024,12,0,149159,4186176,32,1.925e-05,0.441408,1.586829,2.153628238
long,long-r4-old-d20-k16-v1024,4,old,1024,4,0,149166,4209248,32,2.239e-05,0.469634,1.566706,2.165356548
long,long-r4-old-d20-k16-v1024,4,old,1024,13,0,149166,4207232,32,2.023e-05,0.44739,1.587016,2.170025892
long,long-r4-old-d20-k16-v1024,4,old,1024,14,0,149165,4195200,32,1.7059e-05,0.440929,1.593523,2.1703539960000002
long,long-r4-old-d20-k16-v1024,4,old,1024,18,0,149166,4206752,32,1.95e-05,0.452565,1.582864,2.179641986
long,long-r4-old-d20-k16-v1024,4,old,1024,17,0,149164,4201344,32,1.805e-05,0.48007400000000006,1.55876,2.18238582
long,long-r4-old-d20-k16-v1024,4,old,1024,7,0,149166,4190080,32,2.0459e-05,0.482283,1.567977,2.188635382
long,long-r4-old-d20-k16-v1024,4,old,1024,3,0,149165,4204992,32,1.758e-05,0.49255999999999994,1.548618,2.189005384
long,long-r4-old-d20-k16-v1024,4,old,1024,6,0,149165,4184352,32,1.683e-05,0.48002000000000006,1.546689,2.191500583
long,long-r4-old-d20-k16-v1024,4,old,1024,5,0,149165,4197984,32,1.829e-05,0.507117,1.5249000000000001,2.20141029
long,long-r4-old-d20-k16-v1024,4,old,1024,0,0,149164,4187360,32,1.679e-05,0.469144,1.548946,2.202143205
long,long-r4-old-d20-k16-v1024,4,old,1024,1,0,149160,4199072,32,1.769e-05,0.48639699999999997,1.528896,2.2112820380000002
long,long-r4-current-d20-k16-v1024,4,current,1024,11,0,149161,4186016,32,3.6549e-05,0.376002,1.4362599999999999,1.883129515
long,long-r4-current-d20-k16-v1024,4,current,1024,8,0,149161,4185664,32,1.9709e-05,0.411574,1.42271,1.888912667
long,long-r4-current-d20-k16-v1024,4,current,1024,9,0,149168,4184864,32,1.8349e-05,0.405322,1.443579,1.940101189
long,long-r4-current-d20-k16-v1024,4,current,1024,10,0,149160,4187680,32,2.0479e-05,0.41013,1.45734,2.004119069
long,long-r4-current-d20-k16-v1024,4,current,1024,19,0,125638,4177568,32,4.8929e-05,0.443401,1.496329,2.070603517
long,long-r4-current-d20-k16-v1024,4,current,1024,15,0,149167,4198400,32,2.9779e-05,0.439713,1.582025,2.131618279
long,long-r4-current-d20-k16-v1024,4,current,1024,14,0,149165,4195200,32,1.8809e-05,0.472817,1.5475970000000001,2.1357709639999998
long,long-r4-current-d20-k16-v1024,4,current,1024,13,0,149166,4207232,32,1.639e-05,0.434655,1.5960860000000001,2.149437344
long,long-r4-current-d20-k16-v1024,4,current,1024,17,0,149164,4201344,32,1.651e-05,0.450389,1.580818,2.152304265
long,long-r4-current-d20-k16-v1024,4,current,1024,4,0,149166,4209248,32,3.254e-05,0.451483,1.5682580000000002,2.160635645
long,long-r4-current-d20-k16-v1024,4,current,1024,2,0,149166,4208448,32,1.809e-05,0.456119,1.561765,2.165513235
long,long-r4-current-d20-k16-v1024,4,current,1024,3,0,149168,4204992,32,1.727e-05,0.470345,1.549374,2.169432535
long,long-r4-current-d20-k16-v1024,4,current,1024,5,0,149165,4197984,32,1.773e-05,0.50095,1.5241099999999999,2.172197288
long,long-r4-current-d20-k16-v1024,4,current,1024,6,0,149165,4184352,32,1.495e-05,0.51528,1.507226,2.172633849
long,long-r4-current-d20-k16-v1024,4,current,1024,12,0,149159,4186176,32,1.3629e-05,0.46899399999999997,1.5429680000000001,2.175984581
long,long-r4-current-d20-k16-v1024,4,current,1024,0,0,149164,4187360,32,1.532e-05,0.46899199999999996,1.552476,2.184527856
long,long-r4-current-d20-k16-v1024,4,current,1024,1,0,149160,4199072,32,1.295e-05,0.47699199999999997,1.529018,2.185758371
long,long-r4-current-d20-k16-v1024,4,current,1024,16,0,149166,4187648,32,1.275e-05,0.473939,1.5329869999999999,2.189565702
long,long-r4-current-d20-k16-v1024,4,current,1024,7,0,149166,4190080,32,1.488e-05,0.501403,1.515029,2.200049408
long,long-r4-current-d20-k16-v1024,4,current,1024,18,0,149166,4206752,32,9.88e-06,0.46293,1.5549359999999999,2.201845391
long,long-r4-current-d20-k16-v4096,4,current,4096,16,0,146078,4172800,32,6.9408e-05,0.948155,2.609983,3.597442986
long,long-r4-current-d20-k16-v4096,4,current,4096,19,0,145875,4161152,32,2.235e-05,0.908477,2.635659,3.599213439
long,long-r4-current-d20-k16-v4096,4,current,4096,17,0,146300,4186048,32,2.33e-05,0.928094,2.642983,3.614697272
long,long-r4-current-d20-k16-v4096,4,current,4096,11,0,146029,4170304,32,6.1638e-05,1.025863,2.627708,3.709282757
long,long-r4-current-d20-k16-v4096,4,current,4096,8,0,146005,4168544,32,1.5969e-05,1.051155,2.597743,3.710156509
long,long-r4-current-d20-k16-v4096,4,current,4096,9,0,145991,4167520,32,1.599e-05,1.0605229999999999,2.580842,3.713127388
long,long-r4-current-d20-k16-v4096,4,current,4096,18,0,146354,4189728,32,2.4519e-05,0.88753,2.797117,3.716796203
long,long-r4-current-d20-k16-v4096,4,current,4096,10,0,146050,4171008,32,0.009441467,1.010608,2.639518,3.713131488
long,long-r4-current-d20-k16-v4096,4,current,4096,13,0,146396,4191456,32,2.602e-05,1.162688,2.786048,3.973604076
long,long-r4-current-d20-k16-v4096,4,current,4096,4,0,146414,4192704,32,5.2069e-05,1.190877,2.735722,3.9790942830000002
long,long-r4-current-d20-k16-v4096,4,current,4096,15,0,146212,4180864,32,1.608e-05,1.163875,2.775567,3.979993485
long,long-r4-current-d20-k16-v4096,4,current,4096,12,0,146021,4169536,32,1.557e-05,1.114595,2.815337,3.984266548
long,long-r4-current-d20-k16-v4096,4,current,4096,14,0,146147,4177504,32,1.652e-05,1.1352769999999999,2.807931,3.9844034649999998
long,long-r4-current-d20-k16-v4096,4,current,4096,5,0,146220,4181632,32,1.457e-05,1.200202,2.735135,3.98758196
long,long-r4-current-d20-k16-v4096,4,current,4096,7,0,146078,4173408,32,1.4669e-05,1.15749,2.760356,3.992164657
long,long-r4-current-d20-k16-v4096,4,current,4096,3,0,146328,4188192,32,1.359e-05,1.2269329999999998,2.73385,3.994231993
long,long-r4-current-d20-k16-v4096,4,current,4096,0,0,146053,4171936,32,1.729e-05,1.138425,2.804122,3.999314449
