kind,value_bytes,pairs,median_change_pct,min_change_pct,max_change_pct,cpu_cost_change_pct,old_ops_per_second,old_gib_s,old_cpu_us_per_op,old_cpu_cores,old_write_amp,old_seconds,current_ops_per_second,current_gib_s,current_cpu_us_per_op,current_cpu_cores,current_write_amp,current_seconds
order-unique,65536,2,-3.223660074931234,-5.936935251814224,-0.5103848980482439,4.470110598095312,590613.4199477115,36.04818236985544,28.650312309218556,16.920893164942868,1.1268472413003663,4.437538808499999,571491.2498407768,34.8810577295396,29.927182730463983,17.09279195498987,1.1268453334859585,4.5882974354999995
