kind,value_bytes,round,old_ops,current_ops,throughput_change_pct,cpu_cost_change_pct
order-short,100,5,65295516.61231684,49904050.29514405,-23.57201093691854,-1.976689253122177
order-short,4096,5,19624938.81627217,17683590.744247075,-9.892250315783969,0.1727070646204254
order-short,65536,5,574270.3391364707,577653.8481045876,0.5891840022949291,-0.884762856768484
order-short,65536,6,600657.2950976266,598925.8341949078,-0.28826102951724497,0.0693129594177222
order-short,4194304,5,10086.08870450896,10057.189735545038,-0.2865230498221072,0.2750087629306064
order-short,4194304,6,10034.225628978682,10005.157042903964,-0.2896943635667171,-0.37676422670217535
