kind,value_bytes,round,old_ops,current_ops,throughput_change_pct,cpu_cost_change_pct
unique,65536,1,601238.9268624958,574946.063464742,-4.373113952378372,4.77456360007531
unique,65536,2,569935.0087960785,580872.0085655908,1.918990692046707,-1.4127060335920705
unique,65536,3,579271.8657591806,567793.9260874339,-1.9814426265470253,1.9817688552540291
unique,65536,4,600255.0484800361,579239.9591062159,-3.5010266764160636,3.9103846999516634
