kind,value_bytes,round,old_ops,current_ops,throughput_change_pct,cpu_cost_change_pct
order-long,100,5,87018175.66733631,86886263.45922336,-0.15159155785711143,-0.47102431737721107
order-long,4096,5,20176003.54988933,19612644.464943286,-2.79222336352698,2.5262866611900137
order-long,65536,5,577270.1266701858,580198.7530070331,0.5073233832036728,-0.3573925396599953
order-long,65536,6,569420.6122652418,587679.1025067895,3.2065032154197315,-3.6480194868853566
order-long,4194304,5,9938.52671702868,10175.716410586345,2.3865679522827365,-3.849018800787063
order-long,4194304,6,9880.546431600194,10150.973299532609,2.736962675136345,-1.2579981491525283
