allocated_segments,disk,payload_bytes,records,seconds,segments
4922,4,10558475909500,12377875,4620.172990257,14307
4952,4,10621833375800,12452150,4650.174735516,14307
4981,4,10684069131320,12525110,4680.176273832,14307
5009,4,10745571296520,12597210,4710.176837924,14307
5040,4,10811585895200,12674600,4740.177547103,14307
5069,4,10874265216960,12748080,4770.17775644,14307
5099,4,10938189936240,12823020,4800.178035789,14307
5135,4,11014577160840,12912570,4830.18028562,14307
5167,4,11084016602700,12993975,4860.182264312,14307
5197,4,11147284502740,13068145,4890.184064346,14307
5235,4,11230542739000,13165750,4920.185219198,14307
5265,4,11293678422180,13239765,4950.187713348,14307
5294,4,11356212731900,13313075,4980.18786428,14307
5344,4,11463666653540,13439045,5010.188141381,14307
5373,4,11525945059660,13512055,5040.188975545,14307
5403,4,11590023321100,13587175,5070.190882438,14307
5433,4,11654340425900,13662575,5100.192533925,14307
5462,4,11716891795860,13735905,5130.193470129,14307
5491,4,11779404780280,13809190,5160.194811033,14307
5525,4,11852371426760,13894730,5190.195804805,14307
5556,4,11918155712200,13971850,5220.196209187,14307
5599,4,12011138285260,14080855,5250.196340464,14307
5628,4,12071791703520,14151960,5280.19768253,14307
5669,4,12161366493640,14256970,5310.199558218,14307
5699,4,12224348634660,14330805,5340.201113979,14307
5729,4,12288900317760,14406480,5370.202083293,14307
5758,4,12351946434680,14480390,5400.203138688,14307
5788,4,12415047997380,14554365,5430.204060625,14307
5818,4,12480874933420,14631535,5460.206002958,14307
5848,4,12545396761100,14707175,5490.206909215,14307
5882,4,12617335528120,14791510,5520.20760896,14307
5912,4,12683043042480,14868540,5550.209198906,14307
5943,4,12748225954460,14944955,5580.210304333,14307
5973,4,12812943974900,15020825,5610.210993252,14307
6009,4,12889855801880,15110990,5640.211377576,14307
6043,4,12963005845940,15196745,5670.212729905,14307
6073,4,13026759962820,15271485,5700.213965527,14307
6104,4,13094608537300,15351025,5730.215011373,14307
6133,4,13156758991620,15423885,5760.215935253,14307
6171,4,13237407011160,15518430,5790.217266306,14307
6201,4,13302376670140,15594595,5820.219101455,14307
6231,4,13366907027940,15670245,5850.220832929,14307
6261,4,13430251699060,15744505,5880.222616718,14307
6290,4,13492794538900,15817825,5910.22422635,14307
6318,4,13553908583640,15889470,5940.226532815,14307
6347,4,13616225375300,15962525,5970.227982668,14307
6377,4,13680371877700,16037725,6000.229220413,14307
6407,4,13745021657180,16113515,6030.231039503,14307
6437,4,13809266255960,16188830,6060.232914324,14307
6467,4,13871937047600,16262300,6090.233198006,14307
6503,4,13950853452780,16354815,6120.235201177,14307
6533,4,14014048846800,16428900,6150.236803253,14307
6563,4,14078216674500,16504125,6180.23742226,14307
6592,4,14141493104660,16578305,6210.237557619,14307
6622,4,14205379438400,16653200,6240.238951129,14307
6652,4,14268864856500,16727625,6270.239223358,14307
6685,4,14340658611480,16811790,6300.239938764,14307
6715,4,14405018366880,16887240,6330.240939849,14307
6744,4,14467446050100,16960425,6360.242725376,14307
6774,4,14531818600680,17035890,6390.243973228,14307
6805,4,14598063512600,17113550,6420.244620965,14307
6836,4,14664048255860,17190905,6450.244735544,14307
6867,4,14731094999060,17269505,6480.245643932,14307
6903,4,14808902488640,17360720,6510.247247434,14307
6940,4,14888023616700,17453475,6540.24752441,14307
6984,4,14981560647560,17563130,6570.249494116,14307
7014,4,15046154981260,17638855,6600.25155991,14307
7043,4,15108062327160,17711430,6630.252422811,14307
7078,4,15183379021700,17799725,6660.253787058,14307
7108,4,15248118367440,17875620,6690.255761303,14307
7138,4,15311569665060,17950005,6720.256068919,14307
7167,4,15374922866300,18024275,6750.257993992,14307
7196,4,15436953898940,18096995,6780.258610519,14307
7226,4,15500763461600,18171800,6810.259174099,14307
7255,4,15562807289420,18244535,6840.259553431,14307
7290,4,15637637767120,18332260,6870.261008004,14307
7319,4,15699566438320,18404860,6900.261352071,14307
7350,4,15766075783960,18482830,6930.263347682,14307
7388,4,15848246429920,18579160,6960.264314777,14307
7420,4,15916274136920,18658910,6990.265542017,14307
7456,4,15994943168620,18751135,7020.267129468,14307
7493,4,16073420272620,18843135,7050.268297522,14307
7522,4,16136125184740,18916645,7080.268563747,14307
7553,4,16202327446060,18994255,7110.270564117,14307
7583,4,16266699996640,19069720,7140.271750812,14307
7619,4,16343500932060,19159755,7170.272460701,14307
7648,4,16406274085140,19233345,7200.272792942,14307
7679,4,16472860201860,19311405,7230.274785341,14307
7711,4,16542129041320,19392610,7260.274949338,14307
7745,4,16614225615560,19477130,7290.276833867,14307
7775,4,16678235636040,19552170,7320.278082446,14307
7806,4,16746186571960,19631830,7350.279417998,14307
7835,4,16808051267260,19704355,7380.281028218,14307
7864,4,16869596083060,19776505,7410.282095971,14307
7893,4,16931439453060,19849005,7440.283790923,14307
7923,4,16995978340980,19924665,7470.284841698,14307
7956,4,17067614288740,20008645,7500.286559529,14307
7987,4,17133181056120,20085510,7530.288748907,14307
8017,4,17197826570540,20161295,7560.290608718,14307
8048,4,17264404157140,20239345,7590.29171577,14307
8078,4,17327868249940,20313745,7620.292832157,14307
8109,4,17395200752160,20392680,7650.293346921,14307
8139,4,17459014579880,20467490,7680.293816688,14307
8170,4,17526240455600,20546300,7710.295171989,14307
8200,4,17590421078480,20621540,7740.295477854,14307
8229,4,17653552496600,20695550,7770.29631346,14307
8258,4,17714547119660,20767055,7800.296605036,14307
8288,4,17779358971420,20843035,7830.297960681,14307
8317,4,17842409353400,20916950,7860.299435552,14307
8354,4,17920221108040,21008170,7890.299787594,14307
8383,4,17983518863500,21082375,7920.301783884,14307
8414,4,18049175197140,21159345,7950.302694721,14307
8443,4,18112357795980,21233415,7980.303330221,14307
8472,4,18174623406920,21306410,8010.305043497,14307
8504,4,18242825981380,21386365,8040.305617802,14307
8536,4,18312022314820,21467485,8070.307560534,14307
8579,4,18402680430180,21573765,8100.308324267,14307
8620,4,18491410738420,21677785,8130.309270672,14307
8656,4,18568343890700,21767975,8160.311369378,14307
8691,4,18644876127340,21857695,8190.312056518,14307
8721,4,18707359256340,21930945,8220.312262633,14307
8751,4,18771966385220,22006685,8250.312684737,14307
8784,4,18843320839020,22090335,8280.314408159,14307
8813,4,18906674040260,22164605,8310.316251972,14307
8843,4,18970095482460,22238955,8340.317199238,14307
8872,4,19032941141560,22312630,8370.31900902,14307
8903,4,19098379957140,22389345,8400.320128088,14307
8935,4,19166757399060,22469505,8430.320911726,14307
8965,4,19231564985760,22545480,8460.321764365,14307
8995,4,19295071729160,22619930,8490.322540989,14307
9026,4,19361717556720,22698060,8520.323565682,14307
9055,4,19424814854360,22772030,8550.324477768,14307
9084,4,19486675284600,22844550,8580.325964264,14307
9114,4,19551465811060,22920505,8610.327567722,14307
9143,4,19613701566580,22993465,8640.329086632,14307
9173,4,19678705346040,23069670,8670.330056053,14307
9203,4,19742873173740,23144895,8700.331634722,14307
9234,4,19808196832700,23221475,8730.332825139,14307
9263,4,19871980805000,23296250,8760.333302633,14307
9293,4,19935402247200,23370600,8790.335560165,14307
9323,4,20000704580860,23447155,8820.337838852,14307
9354,4,20065819251880,23523490,8850.338000532,14307
9384,4,20130379465100,23599175,8880.338177943,14307
9420,4,20207837219760,23689980,8910.340174244,14307
9450,4,20272627746220,23765935,8940.34088474,14307
9482,4,20341389043540,23846545,8970.341539012,14307
9511,4,20402822967780,23918565,9000.343476087,14307
9542,4,20469554096540,23996795,9030.345047362,14307
9579,4,20548078116200,24088850,9060.347224535,14307
9608,4,20611926064400,24163700,9090.348432711,14307
9638,4,20675172639140,24237845,9120.348922472,14307
9668,4,20739639021040,24313420,9150.350195144,14307
9704,4,20816444221520,24403460,9180.350546957,14307
9733,4,20880232458880,24478240,9210.351717552,14307
9763,4,20942830744500,24551625,9240.353347264,14307
9792,4,21005582572280,24625190,9270.355111385,14307
9822,4,21070100134900,24700825,9300.356970504,14307
9851,4,21132719745820,24774235,9330.357682432,14307
9881,4,21195974850680,24848390,9360.35816273,14307
9912,4,21263921521540,24928045,9390.359194928,14307
9944,4,21331326529780,25007065,9420.360542368,14307
9977,4,21402224622160,25090180,9450.361257098,14307
10007,4,21467236931740,25166395,9480.362379314,14307
10039,4,21535772180880,25246740,9510.362510054,14307
10075,4,21612022923560,25336130,9540.363515797,14307
10105,4,21677103474100,25412425,9570.365135866,14307
10139,4,21751174771120,25499260,9600.365335491,14307
10176,4,21829886453420,25591535,9630.366053072,14307
10205,4,21892668136620,25665135,9660.366242258,14307
10236,4,21958281819660,25742055,9690.367646692,14307
10268,4,22027704201280,25823440,9720.369331942,14307
10298,4,22092285739800,25899150,9750.369669491,14307
10331,4,22161703856360,25980530,9780.371000479,14307
10362,4,22228285708020,26058585,9810.371313305,14307
10402,4,22315160715160,26160430,9840.371776566,14307
10434,4,22383312108900,26240325,9870.372585395,14307
10465,4,22449211550960,26317580,9900.373208064,14307
10498,4,22520740872220,26401435,9930.37424009,14307
10529,4,22587135061240,26479270,9960.376369826,14307
10559,4,22650995804620,26554135,9990.377030695,14307
10595,4,22728926980940,26645495,10020.378056188,14307
10625,4,22793802808600,26721550,10050.379823798,14307
10655,4,22857689142340,26796445,10080.381203517,14307
10686,4,22924189957860,26874405,10110.382501217,14307
10717,4,22990490315560,26952130,10140.382625851,14307
10752,4,23066365732960,27041080,10170.384050907,14307
10784,4,23133314379780,27119565,10200.385919313,14307
10812,4,23194368713680,27191140,10230.386485703,14307
10841,4,23257193047480,27264790,10260.387379384,14307
10871,4,23321147622180,27339765,10290.38839024,14307
10905,4,23394596220440,27425870,10320.389463901,14307
10937,4,23461962843140,27504845,10350.390847443,14307
10972,4,23536614188320,27592360,10380.392523295,14307
11003,4,23604599244720,27672060,10410.394134913,14307
11034,4,23670677819300,27749525,10440.395018082,14307
11065,4,23737553960100,27827925,10470.396903845,14307
11095,4,23801947835980,27903415,10500.397958389,14307
11125,4,23864968362540,27977295,10530.399013538,14307
11161,4,23943381490640,28069220,10560.400780807,14307
11193,4,24011775992800,28149400,10590.401536071,14307
11222,4,24074476639860,28222905,10620.401634462,14307
11252,4,24138345913360,28297780,10650.402806601,14307
11282,4,24201485861600,28371800,10680.403361047,14307
11310,4,24263069062940,28443995,10710.404965457,14307
11342,4,24330572167560,28523130,10740.407055249,14307
11372,4,24396126139760,28599980,10770.407369961,14307
11409,4,24474667219660,28692055,10800.407728973,14307
11439,4,24540289432820,28768985,10830.408980572,14307
11470,4,24605753838760,28845730,10860.410980109,14307
11500,4,24669128365300,28920025,10890.412736887,14307
11531,4,24737360795180,29000015,10920.414220784,14307
11562,4,24803332743260,29077355,10950.414388998,14307
11593,4,24868937896180,29154265,10980.416308717,14307
11625,4,24938428518760,29235730,11010.417393504,14307
11656,4,25005338780040,29314170,11040.417582962,14307
11686,4,25068210029500,29387875,11070.419027302,14307
11716,4,25133145568000,29464000,11100.420152032,14307
11750,4,25206466214460,29549955,11130.421177224,14307
11779,4,25268625198900,29622825,11160.421955155,14307
11808,4,25330340617100,29695175,11190.423899888,14307
11839,4,25397216757900,29773575,11220.424086429,14307
11869,4,25460987935020,29848335,11250.425790108,14307
11903,4,25534786268200,29934850,11280.426148198,14307
11933,4,25599035132040,30010170,11310.427423116,14307
11963,4,25663190164560,30085380,11340.429090662,14307
12006,4,25756019195460,30194205,11370.429944329,14307
12039,4,25825531143340,30275695,11400.431648661,14307
12070,4,25891963717900,30353575,11430.433131505,14307
12103,4,25964725641500,30438875,11460.434388124,14307
12132,4,26027063758460,30511955,11490.436491501,14307
12162,4,26091410718680,30587390,11520.437046325,14307
12193,4,26156111678880,30663240,11550.437477838,14307
12223,4,26221486518560,30739880,11580.439179309,14307
12253,4,26285969960700,30815475,11610.439601787,14307
12283,4,26350538704040,30891170,11640.441080876,14307
12313,4,26413486724580,30964965,11670.442932853,14307
12341,4,26474899323520,31036960,11700.44431434,14307
12373,4,26543916524440,31117870,11730.444854589,14307
12404,4,26610370424300,31195775,11760.446544594,14307
12435,4,26676440468760,31273230,11790.448628092,14307
12471,4,26754077355940,31364245,11820.450473896,14307
12502,4,26819669713680,31441140,11850.450521282,14307
12535,4,26889876866340,31523445,11880.451697809,14307
12564,4,26952859007360,31597280,11910.452958211,14307
12595,4,27019722352980,31675665,11940.453464441,14307
12628,4,27089694927340,31757695,11970.455210438,14307
12663,4,27164209790600,31845050,12000.45733827,14307
12712,4,27269377640080,31968340,12030.457642757,14307
12751,4,27354815322000,32068500,12060.457965282,14307
12781,4,27418599294300,32143275,12090.459005235,14307
12825,4,27512366638400,32253200,12120.459837492,14307
12854,4,27575178177020,32326835,12150.461396562,14307
12882,4,27635929691660,32398055,12180.463534932,14307
12913,4,27700694627760,32473980,12210.464902227,14307
12943,4,27765510744580,32549965,12240.465053899,14307
12973,4,27829469584340,32624945,12270.467212998,14307
13010,4,27909908615940,32719245,12300.469012597,14307
13051,4,27996954225480,32821290,12330.470437992,14307
13091,4,28082579570040,32921670,12360.471554394,14307
13130,4,28167752818240,33021520,12390.473511674,14307
13171,4,28254951969940,33123745,12420.473623931,14307
13215,4,28349188470640,33234220,12450.474765359,14307
13250,4,28423660683300,33321525,12480.476360983,14307
13285,4,28499774944060,33410755,12510.477915428,14307
13327,4,28588675854700,33514975,12540.478770108,14307
13366,4,28673439657140,33614345,12570.48028823,14307
13406,4,28758557459560,33714130,12600.480484605,14307
13446,4,28844233984840,33814570,12630.482235708,14307
13486,4,28931381955820,33916735,12660.482328647,14307
13534,4,29034297853620,34037385,12690.482589545,14307
13640,4,29260917551660,34303055,12720.482873201,14307
13695,4,29380062002760,34442730,12750.48384333,14307
13744,4,29483941804120,34564510,12780.485310541,14307
13812,4,29629103121220,34734685,12810.486591097,14307
13872,4,29758854776540,34886795,12840.487567181,14307
13921,4,29863753927240,35009770,12870.488038118,14307
13990,4,30012207870660,35183805,12900.488596318,14307
14061,4,30163950175340,35361695,12930.489068313,14307
14180,4,30420032907860,35661905,12960.489455757,14307
14306,4,30689286145660,35977555,12990.489859098,14307
33,5,69720935820,81735,30.00018195,14307
64,5,136140715200,159600,60.001250913,14307
95,5,202675651200,237600,90.001291338,14307
131,5,280820080520,329210,120.001422251,14307
165,5,353001955960,413830,150.003173881,14307
196,5,418922723320,491110,180.00351345,14307
226,5,483581032920,566910,210.005154783,14307
259,5,554850185520,650460,240.0056615,14307
291,5,622455651580,729715,270.007197216,14307
325,5,695298611320,815110,300.00834226,14307
356,5,762780390640,894220,330.01014054,14307
390,5,835968820240,980020,360.011333074,14307
421,5,901757370740,1057145,390.011671035,14307
457,5,980225944620,1149135,420.012908582,14307
490,5,1049413747940,1230245,450.014911278,14307
520,5,1114792852680,1306890,480.01545048,14307
551,5,1181127330860,1384655,510.016850441,14307
582,5,1247372242780,1462315,540.017307052,14307
612,5,1312700166800,1538900,570.019142777,14307
644,5,1379559247360,1617280,600.019890949,14307
675,5,1446081388180,1695265,630.021742705,14307
710,5,1521807528480,1784040,660.02218058,14307
745,5,1596638006180,1871765,690.023228042,14307
775,5,1662507592820,1948985,720.02518349,14307
806,5,1729115034840,2027070,750.025862559,14307
838,5,1796251344300,2105775,780.026047123,14307
870,5,1865515918700,2186975,810.027034885,14307
901,5,1932413384800,2265400,840.027462267,14307
935,5,2004642175900,2350075,870.027523699,14307
966,5,2071791280540,2428795,900.028363331,14307
998,5,2139447927320,2508110,930.02927217,14307
1032,5,2212128814780,2593315,960.030832356,14307
1069,5,2292785364440,2687870,990.031095989,14307
1103,5,2365504637440,2773120,1020.032376747,14307
1136,5,2435507067220,2855185,1050.032944615,14307
1167,5,2502916340520,2934210,1080.033499818,14307
1201,5,2575610023160,3019430,1110.035427151,14307
1233,5,2644354260240,3100020,1140.037273759,14307
1275,5,2734649845500,3205875,1170.037483358,14307
1317,5,2825197069300,3312025,1200.037677505,14307
1351,5,2896270029140,3395345,1230.038954234,14307
1381,5,2961905037480,3472290,1260.039282134,14307
1412,5,3028107298800,3549900,1290.040471064,14307
1444,5,3095823656420,3629285,1320.040910345,14307
1475,5,3162742447820,3707735,1350.041561871,14307
1507,5,3232160564380,3789115,1380.041977054,14307
1537,5,3297070512520,3865210,1410.043584968,14307
1572,5,3371935110700,3952975,1440.045318346,14307
1604,5,3440380793580,4033215,1470.047150146,14307
1642,5,3522338186540,4129295,1500.047500763,14307
1674,5,3590916086280,4209690,1530.048698382,14307
1705,5,3656303721140,4286345,1560.049646778,14307
1738,5,3727683765300,4370025,1590.051323008,14307
1769,5,3793779400120,4447510,1620.052431987,14307
1798,5,3857179517020,4521835,1650.053125559,14307
1830,5,3923897850600,4600050,1680.054832865,14307
1867,5,4004972376140,4695095,1710.055207384,14307
1898,5,4071417745880,4772990,1740.056846535,14307
1932,5,4144111428520,4858210,1770.05784052,14307
1964,5,4212488870440,4938370,1800.05979757,14307
1995,5,4278789228140,5016095,1830.059997846,14307
2027,5,4347994091700,5097225,1860.061385183,14307
2059,5,4415974883040,5176920,1890.062181924,14307
2089,5,4481294276940,5253495,1920.063507364,14307
2122,5,4550618562180,5334765,1950.064471348,14307
2152,5,4614598727240,5409770,1980.065263765,14307
2183,5,4682430241480,5489290,2010.067083714,14307
2214,5,4749668912380,5568115,2040.068259511,14307
2247,5,4819121149420,5649535,2070.068477214,14307
2277,5,4884832928840,5726570,2100.068556488,14307
2308,5,4950693985360,5803780,2130.069437655,14307
2343,5,5024650125760,5890480,2160.070326262,14307
2379,5,5102645277980,5981915,2190.070505497,14307
2412,5,5174515804040,6066170,2220.071758766,14307
2442,5,5237996957080,6140590,2250.072713431,14307
2478,5,5314623025040,6230420,2280.074120491,14307
2511,5,5386194996900,6314325,2310.076127215,14307
2541,5,5450895957100,6390175,2340.077652172,14307
2574,5,5520629688100,6471925,2370.077955401,14307
2606,5,5589527467340,6552695,2400.078514686,14307
2638,5,5658020065880,6632990,2430.079856503,14307
2669,5,5724286303100,6710675,2460.081071256,14307
2700,5,5790987576440,6788870,2490.082044406,14307
2731,5,5858170801560,6867630,2520.082841878,14307
2765,5,5929729978240,6951520,2550.083656043,14307
2794,5,5993330552960,7026080,2580.08378747,14307
2828,5,6065926139220,7111185,2610.084322218,14307
2859,5,6133211725780,7190065,2640.086368579,14307
2891,5,6200795866540,7269295,2670.086579045,14307
2922,5,6267863935040,7347920,2700.086934158,14307
2953,5,6334078991540,7425545,2730.087065023,14307
2985,5,6401978746740,7505145,2760.087897243,14307
3021,5,6479001465280,7595440,2790.087946763,14307
3055,5,6551861485260,7680855,2820.088571722,14307
3085,5,6616677602080,7756840,2850.088670326,14307
3119,5,6690514320800,7843400,2880.089636708,14307
3150,5,6756170654440,7920370,2910.090505876,14307
3181,5,6823388000040,7999170,2940.090895774,14307
3217,5,6900700742660,8089805,2970.09295671,14307
3252,5,6974946907140,8176845,3000.094587442,14307
3283,5,7042974614140,8256595,3030.096161066,14307
3315,5,7110456393460,8335705,3060.096966266,14307
3347,5,7179268871500,8416375,3090.098060768,14307
3383,5,7256359831000,8506750,3120.099038362,14307
3415,5,7324643441600,8586800,3150.099233474,14307
3445,5,7390201678860,8663655,3180.101143176,14307
3480,5,7464592855380,8750865,3210.102262038,14307
3510,5,7529558249300,8827025,3240.102785331,14307
3541,5,7596088920240,8905020,3270.104575095,14307
3573,5,7663152723680,8983640,3300.106363678,14307
3603,5,7729192912720,9061060,3330.107966542,14307
3634,5,7795736378840,9139070,3360.108793051,14307
3664,5,7860450134220,9214935,3390.110926336,14307
3695,5,7926076612440,9291870,3420.110990281,14307
3726,5,7992487861700,9369725,3450.112167025,14307
3758,5,8060481448220,9449435,3480.11311389,14307
3788,5,8124563974720,9524560,3510.113429192,14307
3817,5,8188535609660,9599555,3540.114503369,14307
3854,5,8267550111220,9692185,3570.114974888,14307
3889,5,8342606637100,9780175,3600.116390605,14307
3920,5,8408245910500,9857125,3630.118555672,14307
3953,5,8480393665460,9941705,3660.119195319,14307
3987,5,8551880336120,10025510,3690.121128145,14307
4019,5,8621554356280,10107190,3720.121376724,14307
4051,5,8689394400640,10186720,3750.121559975,14307
4082,5,8755890951100,10264675,3780.123362825,14307
4118,5,8832337886540,10354295,3810.125017742,14307
4148,5,8896927955180,10430015,3840.125515159,14307
4178,5,8961232264800,10505400,3870.126909459,14307
4209,5,9027745875500,10583375,3900.128553199,14307
4240,5,9095701076480,10663040,3930.129365474,14307
4272,5,9162944012440,10741870,3960.129916278,14307
4304,5,9231530442300,10822275,3990.13134634,14307
4338,5,9304693281540,10908045,4020.132837874,14307
4372,5,9378410578580,10994465,4050.133429065,14307
4404,5,9446591827740,11074395,4080.134806493,14307
4437,5,9517413149040,11157420,4110.135700139,14307
4469,5,9586549771640,11238470,4140.135953965,14307
4500,5,9652031237820,11315235,4170.135999476,14307
4530,5,9717917884700,11392475,4200.137600763,14307
4563,5,9787493808480,11474040,4230.138216536,14307
4597,5,9860737683860,11559905,4260.139166732,14307
4628,5,9927306740340,11637945,4290.140760365,14307
4660,5,9996016856940,11718495,4320.141759035,14307
4693,5,10067972684200,11802850,4350.141995655,14307
4724,5,10134251716600,11880550,4380.143492379,14307
4763,5,10217343615520,11977960,4410.143845476,14307
4796,5,10288766310280,12061690,4440.145715537,14307
4830,5,10360675221880,12145990,4470.147340668,14307
4861,5,10427086471140,12223845,4500.147593164,14307
4891,5,10490665720560,12298380,4530.149159729,14307
4922,5,10558817114300,12378275,4560.150902785,14307
4954,5,10626328749040,12457420,4590.152021053,14307
4985,5,10693759347640,12536470,4620.152906886,14307
5024,5,10777751174220,12634935,4650.154535531,14307
5055,5,10842695242840,12711070,4680.156368475,14307
5085,5,10906948371740,12786395,4710.157743795,14307
5116,5,10974796946220,12865935,4740.158992247,14307
5148,5,11042824653220,12945685,4770.160722488,14307
5180,5,11111172239720,13025810,4800.160883261,14307
5211,5,11177370235980,13103415,4830.161175291,14307
5242,5,11244374328580,13181965,4860.161455857,14307
5274,5,11312312469320,13261610,4890.162684954,14307
5304,5,11378416634260,13339105,4920.164394577,14307
5334,5,11442678293280,13414440,4950.165116434,14307
5365,5,11508748337740,13491895,4980.167182461,14307
5395,5,11572557900400,13566700,5010.168020093,14307
5425,5,11637625655760,13642980,5040.1692712,14307
5459,5,11710549651640,13728470,5070.170170494,14307
5492,5,11781362442820,13811485,5100.170995649,14307
5523,5,11847458077640,13888970,5130.172050182,14307
5558,5,11923107446860,13977655,5160.172295009,14307
5589,5,11988089901020,14053835,5190.17390282,14307
5620,5,12056237029700,14133725,5220.175614708,14307
5651,5,12121492447700,14210225,5250.176415622,14307
5687,5,12199645407140,14301845,5280.177302849,14307
5718,5,12265817813040,14379420,5310.1790629,14307
5749,5,12333282532120,14458510,5340.179524773,14307
5784,5,12406726865320,14544610,5370.180624205,14307
5815,5,12473359897700,14622725,5400.181133182,14307
5845,5,12538947990380,14699615,5430.182639949,14307
5877,5,12607636781680,14780140,5460.183611091,14307
5909,5,12675852151320,14860110,5490.185156077,14307
5940,5,12742216484920,14937910,5520.186341392,14307
5973,5,12812470553240,15020270,5550.187836321,14307
6007,5,12886175055100,15106675,5580.188928139,14307
6038,5,12952624689900,15184575,5610.189342374,14307
6069,5,13019679963220,15263185,5640.191509432,14307
6103,5,13091307380860,15347155,5670.193241925,14307
6135,5,13160021762520,15427710,5700.19430334,14307
6167,5,13228288312880,15507740,5730.195068563,14307
6207,5,13315551440480,15610040,5760.195888525,14307
6238,5,13380512569340,15686195,5790.197890235,14307
6269,5,13447158396900,15764325,5820.198526329,14307
6303,5,13520009886760,15849730,5850.199299952,14307
6346,5,13614054459760,15959980,5880.20017044,14307
6379,5,13684436479880,16042490,5910.200478018,14307
6409,5,13748676813600,16117800,5940.201819734,14307
6439,5,13813650737640,16193970,5970.202811556,14307
6470,5,13879887119440,16271620,6000.203235368,14307
6502,5,13947803934880,16351240,6030.204553218,14307
6536,5,14020412316320,16436360,6060.204639046,14307
6572,5,14097422239680,16526640,6090.205512846,14307
6603,5,14163846284120,16604510,6120.206080206,14307
6633,5,14227984256400,16679700,6150.206292381,14307
6666,5,14299189433100,16763175,6180.207902307,14307
6696,5,14364240128220,16839435,6210.209277662,14307
6728,5,14431738967780,16918565,6240.209703542,14307
6760,5,14502257469820,17001235,6270.211155326,14307
6793,5,14571202164720,17082060,6300.211815844,14307
6824,5,14638841751260,17161355,6330.213128703,14307
6855,5,14705056807760,17238980,6360.214833281,14307
6886,5,14772555647320,17318110,6390.216171652,14307
6918,5,14839636511000,17396750,6420.217098554,14307
6954,5,14917026024700,17487475,6450.218289771,14307
6986,5,14985185948560,17567380,6480.218811027,14307
7017,5,15052629342340,17646445,6510.220716183,14307
7052,5,15128615651300,17735525,6540.221728507,14307
7089,5,15207783695020,17828335,6570.223181315,14307
7125,5,15283740148560,17917380,6600.225066062,14307
7164,5,15368563661840,18016820,6630.225786026,14307
7195,5,15433947031640,18093470,6660.226890078,14307
7227,5,15503812979500,18175375,6690.227978971,14307
7259,5,15571316084120,18254510,6720.228034212,14307
7290,5,15637906465900,18332575,6750.229575243,14307
7321,5,15704910558500,18411125,6780.230978054,14307
7351,5,15769829036760,18487230,6810.231955825,14307
7388,5,15847819923920,18578660,6840.233836546,14307
7420,5,15916188835720,18658810,6870.233923698,14307
7451,5,15982787747620,18736885,6900.235027729,14307
7482,5,16050346298020,18816085,6930.235444392,14307
7515,5,16120361522980,18898165,6960.235940736,14307
7546,5,16187630049300,18977025,6990.237237365,14307
7578,5,16255312286440,19056370,7020.237364786,14307
7610,5,16324320957240,19137270,7050.238280885,14307
7641,5,16391738760660,19216305,7080.240254955,14307
7672,5,16458798299040,19294920,7110.24201253,14307
7707,5,16533300367120,19382260,7140.242197035,14307
7742,5,16608855905020,19470835,7170.242581881,14307
7773,5,16673923660380,19547115,7200.243566929,14307
7807,5,16746920162280,19632690,7230.244773604,14307
7838,5,16812917700720,19710060,7260.245537468,14307
7868,5,16878352251240,19786770,7290.246155923,14307
7900,5,16946337307640,19866470,7320.246748405,14307
7935,5,17022924990060,19956255,7350.247772063,14307
7969,5,17094300769160,20039930,7380.24807124,14307
8009,5,17180591463080,20141090,7410.249218632,14307
8039,5,17245424640140,20217095,7440.251276786,14307
8071,5,17313290274860,20296655,7470.252410309,14307
8102,5,17380648367440,20375620,7500.253517543,14307
8132,5,17445741713160,20451930,7530.253772781,14307
8163,5,17510971540800,20528400,7560.255503994,14307
8194,5,17578001223760,20606980,7590.257604166,14307
8228,5,17651628954540,20693295,7620.259392859,14307
8260,5,17719140589280,20772440,7650.260988481,14307
8290,5,17784604995220,20849185,7680.261041077,14307
8322,5,17853212750380,20929615,7710.261092404,14307
8354,5,17920912047760,21008980,7740.261924568,14307
8385,5,17988244549980,21087915,7770.263894611,14307
8425,5,18072283292220,21186435,7800.26456867,14307
8456,5,18139351360720,21265060,7830.264995403,14307
8487,5,18206116609960,21343330,7860.266894105,14307
8522,5,18281834220140,21432095,7890.26811797,14307
8554,5,18350079445200,21512100,7920.269807176,14307
8586,5,18418055971480,21591790,7950.271042477,14307
8616,5,18483456401520,21668460,7980.273361503,14307
8648,5,18551215409740,21747895,8010.275267734,14307
8684,5,18628818176440,21838870,8040.276453386,14307
8718,5,18702659160220,21925435,8070.278113915,14307
8749,5,18768750529980,22002915,8100.278952016,14307
8778,5,18830662140940,22075495,8130.279340762,14307
8808,5,18895311920420,22151285,8160.281105685,14307
8839,5,18961915097380,22229365,8190.282851904,14307
8878,5,19044490924040,22326170,8220.284119897,14307
8908,5,19109669570960,22402580,8250.284279866,14307
8939,5,19175112651600,22479300,8280.28593893,14307
8971,5,19244108527220,22560185,8310.286790793,14307
9001,5,19309833101820,22637235,8340.288026012,14307
9033,5,19376871314900,22715825,8370.288465972,14307
9063,5,19441145769100,22791175,8400.288699658,14307
9093,5,19506836223220,22868185,8430.290410607,14307
9127,5,19579009568540,22952795,8460.291297327,14307
