allocated_segments,disk,payload_bytes,records,seconds,segments
6485,16,13911388852600,16308550,6360.240868194,14307
6517,16,13980000872820,16388985,6390.241108796,14307
6548,16,14045768098020,16466085,6420.241245164,14307
6579,16,14112878817120,16544760,6450.241786734,14307
6609,16,14177490211060,16620505,6480.242174713,14307
6639,16,14242148520660,16696305,6510.243172277,14307
6669,16,14307113914580,16772465,6540.243959913,14307
6699,16,14370804055560,16847130,6570.244493619,14307
6728,16,14433675305020,16920835,6600.245996794,14307
6758,16,14496538024360,16994530,6630.246236138,14307
6788,16,14560752767720,17069810,6660.247622574,14307
6818,16,14624873679760,17144980,6690.249885634,14307
6847,16,14688406013520,17219460,6720.251805787,14307
6877,16,14751823190660,17293805,6750.252355218,14307
6909,16,14821591042140,17375595,6780.253556343,14307
6940,16,14887132219160,17452430,6810.255773979,14307
6970,16,14952396167280,17528940,6840.257002544,14307
7001,16,15017741151540,17605545,6870.257452638,14307
7031,16,15081781027440,17680620,6900.259333933,14307
7060,16,15145846493700,17755725,6930.261390563,14307
7090,16,15209596345520,17830460,6960.263581863,14307
7119,16,15272467594980,17904165,6990.264856562,14307
7150,16,15336980892540,17979795,7020.265409464,14307
7180,16,15402415443060,18056505,7050.266074848,14307
7210,16,15467559969500,18132875,7080.266254585,14307
7242,16,15535306182540,18212295,7110.266451692,14307
7274,16,15603513022060,18292255,7140.266742184,14307
7306,16,15671984295300,18372525,7170.268099401,14307
7336,16,15736062556740,18447645,7200.269320924,14307
7366,16,15801497107260,18524355,7230.270824233,14307
7396,16,15866419850580,18600465,7260.271083567,14307
7426,16,15930080136140,18675095,7290.271907188,14307
7456,16,15994213843360,18750280,7320.271961971,14307
7486,16,16058334755400,18825450,7350.272931941,14307
7516,16,16122732896340,18900945,7380.27357808,14307
7546,16,16186491278280,18975690,7410.275181413,14307
7576,16,16251601684240,19052020,7440.275912314,14307
7606,16,16316515897440,19128120,7470.276390461,14307
7637,16,16381924857600,19204800,7500.276509275,14307
7666,16,16445295119080,19279090,7530.278607904,14307
7696,16,16508708031160,19353430,7560.279128603,14307
7725,16,16571199690280,19426690,7590.279751105,14307
7755,16,16635994481800,19502650,7620.279922741,14307
7785,16,16701011056440,19578870,7650.280705729,14307
7816,16,16765997775660,19655055,7680.282527689,14307
7845,16,16829892639520,19729960,7710.283431419,14307
7875,16,16894107382880,19805240,7740.283613896,14307
7906,16,16960177427340,19882695,7770.284961622,14307
7936,16,17024114941800,19957650,7800.286265997,14307
7966,16,17087920239400,20032450,7830.287037794,14307
7997,16,17154246187460,20110205,7860.288889127,14307
8028,16,17222205653500,20189875,7890.289653602,14307
8062,16,17294208396420,20274285,7920.291233489,14307
8091,16,17357659694040,20348670,7950.291769954,14307
8121,16,17421221883220,20423185,7980.293558291,14307
8153,16,17488946770960,20502580,8010.294437823,14307
8182,16,17552696622780,20577315,8040.295690824,14307
8213,16,17618331631120,20654260,8070.296162727,14307
8243,16,17682128398600,20729050,8100.297932649,14307
8273,16,17747631190080,20805840,8130.299867544,14307
8304,16,17813641523700,20883225,8160.301053489,14307
8334,16,17877749640560,20958380,8190.302903935,14307
8365,16,17944092648860,21036155,8220.304634689,14307
8395,16,18007944862120,21111010,8250.30621971,14307
8424,16,18070496232080,21184340,8280.307126628,14307
8454,16,18136161095840,21261320,8310.307339275,14307
8485,16,18201117959640,21337470,8340.308114153,14307
8514,16,18263989209100,21411175,8370.308187891,14307
8544,16,18328071735600,21486300,8400.30828278,14307
8573,16,18391544358520,21560710,8430.308687435,14307
8603,16,18455016981440,21635120,8460.310490256,14307
8633,16,18518980086260,21710105,8490.310998725,14307
8664,16,18586031094520,21788710,8520.312357621,14307
8694,16,18650254368000,21864000,8550.312761357,14307
8724,16,18715522581180,21940515,8580.313046018,14307
8754,16,18779451565520,22015460,8610.31403635,14307
8784,16,18844016043800,22091150,8640.314376054,14307
8814,16,18908533606420,22166785,8670.316071581,14307
8846,16,18976740445940,22246745,8700.317967403,14307
8876,16,19041398755540,22322545,8730.319926974,14307
8906,16,19105873667560,22398130,8760.320932637,14307
8937,16,19171636627700,22475225,8790.321234889,14307
8968,16,19237199130020,22552085,8820.321526187,14307
8997,16,19301486379400,22627450,8850.321765345,14307
9028,16,19366089243220,22703185,8880.323393547,14307
9058,16,19431174058820,22779485,8910.324055144,14307
9090,16,19498945862220,22858935,8940.32427881,14307
9119,16,19561215738220,22931935,8970.324720577,14307
9149,16,19625639469520,23007460,9000.325138182,14307
9178,16,19689683610480,23082540,9030.325893035,14307
9208,16,19752316016580,23155965,9060.326492499,14307
9238,16,19817285675560,23232130,9090.327012319,14307
9268,16,19882724491140,23308845,9120.328559359,14307
9298,16,19946512728500,23383625,9150.330488957,14307
9328,16,20010804242940,23458995,9180.33233243,14307
9358,16,20075249299540,23534545,9210.333145392,14307
9388,16,20139788187460,23610205,9240.33400095,14307
9418,16,20203793942880,23685240,9270.33582042,14307
9447,16,20266793144140,23759095,9300.336445864,14307
9477,16,20329975742980,23833165,9330.336672392,14307
9507,16,20393618968300,23907775,9360.337866105,14307
9536,16,20457765470700,23982975,9390.338418182,14307
9567,16,20522602912820,24058985,9420.3389075,14307
9597,16,20586787800760,24134230,9450.340662189,14307
9627,16,20651075050140,24209595,9480.341445912,14307
9656,16,20715106395920,24284660,9510.342703009,14307
9686,16,20779167597120,24359760,9540.343011706,14307
9717,16,20844499786200,24436350,9570.344218783,14307
9747,16,20908659083780,24511565,9600.344479777,14307
9777,16,20973057224720,24587060,9630.346052061,14307
9807,16,21037736859620,24662885,9660.347391193,14307
9837,16,21102442084880,24738740,9690.348736089,14307
9868,16,21168187984780,24815815,9720.349573026,14307
9897,16,21232168149840,24890820,9750.351542591,14307
9927,16,21296476724520,24966210,9780.352186403,14307
9958,16,21362269540080,25043340,9810.353268424,14307
9988,16,21427303174960,25119580,9840.355023348,14307
10020,16,21494200641060,25198005,9870.35573627,14307
10050,16,21558782179580,25273715,9900.35629559,14307
10081,16,21625125187880,25351490,9930.357463683,14307
10111,16,21690790051640,25428470,9960.357964352,14307
10142,16,21755857807000,25504750,9990.358477204,14307
10172,16,21820563032260,25580605,10020.359298451,14307
10202,16,21885865365920,25657160,10050.36063144,14307
10233,16,21951304181500,25733875,10080.36248325,14307
10264,16,22019276442720,25813560,10110.363684772,14307
10294,16,22082139162060,25887255,10140.363817945,14307
10323,16,22146098001820,25962235,10170.365729632,14307
10354,16,22210756311420,26038035,10200.367047698,14307
10383,16,22274676765640,26112970,10230.368431092,14307
10414,16,22340819316120,26190510,10260.370037538,14307
10444,16,22405230252240,26266020,10290.371607943,14307
10475,16,22470737308780,26342815,10320.372423269,14307
10505,16,22534764389500,26417875,10350.37288361,14307
10534,16,22598062144960,26492080,10380.374387865,14307
10564,16,22661718165460,26566705,10410.374497474,14307
10596,16,22730360041100,26647175,10440.376075238,14307
10626,16,22795811651860,26723905,10470.376392363,14307
10657,16,22861612997540,26801045,10500.376930779,14307
10688,16,22927857909460,26878705,10530.377743063,14307
10718,16,22991735713080,26953590,10560.378924724,14307
10748,16,23056266070880,27029240,10590.380941492,14307
10777,16,23119781344400,27103700,10620.382678709,14307
10808,16,23185582690080,27180840,10650.384587807,14307
10838,16,23249942445480,27256290,10680.386393471,14307
10868,16,23314630610500,27332125,10710.387211847,14307
10898,16,23379114052640,27407720,10740.388002736,14307
10928,16,23443623085140,27483345,10770.388632322,14307
10958,16,23507581924900,27558325,10800.38878004,14307
10989,16,23574679848820,27636985,10830.389173567,14307
11020,16,23640447074020,27714085,10860.390145985,14307
11051,16,23705979720920,27790910,10890.390427622,14307
11081,16,23770330946200,27866350,10920.392294953,14307
11111,16,23836046990680,27943390,10950.393147774,14307
11142,16,23901605227940,28020245,10980.395142403,14307
11172,16,23966301923080,28096090,11010.396826308,14307
11201,16,24029680714680,28170390,11040.397614616,14307
11232,16,24094880686900,28246825,11070.399943078,14307
11263,16,24161087213280,28324440,11100.401224306,14307
11293,16,24225903330100,28400425,11130.402791128,14307
11323,16,24290237495140,28475845,11160.404848694,14307
11353,16,24355629395060,28552505,11190.404975093,14307
11384,16,24420343150440,28628370,11220.405464529,14307
11413,16,24483858423960,28702830,11250.405959263,14307
11444,16,24549698155180,28780015,11280.407331723,14307
11474,16,24613379766040,28854670,11310.409266298,14307
11503,16,24676622075720,28928810,11340.410997193,14307
11534,16,24743438505680,29007140,11370.412099305,14307
11564,16,24807405875560,29082130,11400.414145601,14307
11594,16,24872102570700,29157975,11430.41437614,14307
11624,16,24936718229700,29233725,11460.415051841,14307
11654,16,25001470370620,29309635,11490.415210848,14307
11685,16,25066576511520,29385960,11520.416218993,14307
11715,16,25131349977740,29461895,11550.416471149,14307
11745,16,25196383612620,29538135,11580.418119412,14307
11775,16,25260491729480,29613290,11610.420136898,14307
11806,16,25326583099240,29690770,11640.421505599,14307
11835,16,25389701722180,29764765,11670.422590582,14307
11866,16,25454880369100,29841175,11700.424031788,14307
11895,16,25517798534220,29914935,11730.425754723,14307
11925,16,25581437494480,29989540,11760.426785852,14307
11955,16,25646462599240,30065770,11790.427296571,14307
11986,16,25712460137680,30143140,11820.428623697,14307
12015,16,25775855989520,30217460,11850.429926417,14307
12045,16,25839759383500,30292375,11880.430024366,14307
12076,16,25905112897880,30368990,11910.430487225,14307
12107,16,25973153400060,30448755,11940.431491944,14307
12137,16,26037807444600,30524550,11970.431778791,14307
12167,16,26100482501300,30598025,12000.433357984,14307
12196,16,26163976449520,30672460,12030.434433735,14307
12227,16,26229534686780,30749315,12060.436456866,14307
12258,16,26296666731180,30828015,12090.437605257,14307
12289,16,26363231522600,30906050,12120.439014203,14307
12319,16,26427279928620,30981135,12150.440066733,14307
12349,16,26490637394920,31055410,12180.440956728,14307
12378,16,26554255029880,31129990,12210.44246969,14307
12408,16,26618576399740,31205395,12240.442827088,14307
12438,16,26681584131120,31279260,12270.443225053,14307
12467,16,26744664368520,31353210,12300.444525852,14307
12496,16,26807957858920,31427410,12330.446239621,14307
12526,16,26871468867380,31501865,12360.446663447,14307
12556,16,26935530068580,31576965,12390.44751103,14307
12586,16,27000781221520,31653460,12420.448380351,14307
12617,16,27067047458740,31731145,12450.448611218,14307
12648,16,27132609961060,31808005,12480.449711162,14307
12678,16,27197613740520,31884210,12510.451470113,14307
12710,16,27266451808920,31964910,12540.452416182,14307
12741,16,27332099612440,32041870,12570.454045321,14307
12772,16,27397956403900,32119075,12600.455393023,14307
12801,16,27461974954500,32194125,12630.45746858,14307
12833,16,27529908830180,32273765,12660.458914161,14307
12863,16,27594554344600,32349550,12690.460453782,14307
12894,16,27660108316800,32426400,12720.461424886,14307
12925,16,27727193445540,32505045,12750.46172533,14307
12954,16,27790303538360,32579030,12780.463068464,14307
12985,16,27854927727480,32654790,12810.464891911,14307
13014,16,27919108350360,32730030,12840.466796369,14307
13044,16,27983536346720,32805560,12870.468247568,14307
13075,16,28048962367120,32882260,12900.46876405,14307
13106,16,28115096387480,32959790,12930.469724646,14307
13136,16,28179827203100,33035675,12960.471618672,14307
13167,16,28246268307780,33113565,12990.472237839,14307
13200,16,28316321918280,33195690,13020.474162253,14307
13230,16,28382511384420,33273285,13050.475785508,14307
13262,16,28451102079340,33353695,13080.476495283,14307
13293,16,28515854220260,33429605,13110.476654517,14307
13325,16,28584491830840,33510070,13140.478299222,14307
13356,16,28652199658340,33589445,13170.479113602,14307
13391,16,28726394642100,33676425,13200.480376628,14307
13427,16,28804841890680,33768390,13230.480744031,14307
13465,16,28884713669300,33862025,13260.48233161,14307
13503,16,28967946315200,33959600,13290.483021225,14307
13535,16,29035082624660,34038305,13320.484040188,14307
13568,16,29107379656720,34123060,13350.48513409,14307
13604,16,29184359724660,34213305,13380.486281622,14307
13636,16,29252199769020,34292835,13410.487011506,14307
13667,16,29318653668880,34370740,13440.487605373,14307
13699,16,29388336219160,34452430,13470.487822157,14307
13731,16,29455771082820,34531485,13500.487938937,14307
13763,16,29524506789780,34612065,13530.489043397,14307
13794,16,29592056810060,34691255,13560.489168148,14307
13827,16,29661419480840,34772570,13590.489432349,14307
13858,16,29728730657760,34851480,13620.490553887,14307
13890,16,29797201931000,34931750,13650.491824284,14307
13923,16,29868432698060,35015255,13680.492278319,14307
13954,16,29935743874980,35094165,13710.493257891,14307
13986,16,30003421847060,35173505,13740.494022591,14307
14017,16,30069508951760,35250980,13770.495198613,14307
14050,16,30141665236840,35335570,13800.497144822,14307
14082,16,30209257907720,35414810,13830.498420901,14307
14116,16,30282143518060,35500255,13860.498841646,14307
14150,16,30356125248820,35586985,13890.499754914,14307
14191,16,30442433002980,35688165,13920.501410419,14307
14247,16,30562686369680,35829140,13950.501548488,14307
31,17,64948333680,76140,30.001213089,14307
70,17,148095678380,173615,60.001550027,14307
101,17,216221481760,253480,90.001597542,14307
133,17,283293815320,332110,120.002581677,14307
163,17,348182438160,408180,150.004288419,14307
193,17,412584844160,483680,180.00451533,14307
223,17,477409491100,559675,210.005847479,14307
253,17,542340764540,635795,240.007182789,14307
283,17,606947893420,711535,270.008011729,14307
314,17,672826010180,788765,300.008863079,14307
346,17,740704440080,868340,330.010380626,14307
376,17,806079279760,944980,360.010738546,14307
407,17,871492504980,1021665,390.011640435,14307
437,17,936688212140,1098095,420.01274691,14307
468,17,1002003340980,1174665,450.013209981,14307
498,17,1067484807160,1251430,480.014698413,14307
532,17,1139329742860,1335655,510.015940438,14307
562,17,1205442437920,1413160,540.01730735,14307
593,17,1271286434200,1490350,570.018311293,14307
623,17,1336469346180,1566765,600.019227162,14307
654,17,1401050884700,1642475,630.01963314,14307
685,17,1467534639980,1720415,660.01988298,14307
716,17,1534739190400,1799200,690.020085671,14307
746,17,1600126825260,1875855,720.021680047,14307
776,17,1664260532480,1951040,750.021993654,14307
806,17,1728360119220,2026185,780.023346513,14307
836,17,1792173946940,2100995,810.023536282,14307
867,17,1859472328680,2179890,840.025196398,14307
899,17,1928259216360,2260530,870.025452685,14307
929,17,1992981501860,2336405,900.026272398,14307
960,17,2057912775300,2412525,930.027095039,14307
990,17,2122511374060,2488255,960.027424322,14307
1020,17,2187229394500,2564125,990.027868191,14307
1050,17,2251776812540,2639795,1020.029994492,14307
1080,17,2316426592020,2715585,1050.03148541,14307
1111,17,2382372949740,2792895,1080.032859605,14307
1144,17,2454021692680,2876890,1110.034377688,14307
1174,17,2518385713140,2952345,1140.034787496,14307
1205,17,2583649661260,3028855,1170.036714779,14307
1235,17,2648657705780,3105065,1200.038563211,14307
1267,17,2717875364520,3186210,1230.039098986,14307
1300,17,2787809553340,3268195,1260.039368717,14307
1330,17,2852501983420,3344035,1290.041061737,14307
1361,17,2917846967680,3420640,1320.042534686,14307
1392,17,2984215566340,3498445,1350.044146342,14307
1422,17,3048925056660,3574305,1380.045087854,14307
1452,17,3113195245800,3649650,1410.046073492,14307
1482,17,3178766278240,3726520,1440.047882828,14307
1512,17,3243377672180,3802265,1470.049213549,14307
1542,17,3308023186600,3878050,1500.049829131,14307
1574,17,3376178845400,3957950,1530.050717195,14307
1606,17,3443652094600,4037050,1560.051849228,14307
1636,17,3508715584900,4113325,1590.052142317,14307
1666,17,3573971002900,4189825,1620.053910432,14307
1697,17,3638757264300,4265775,1650.055704322,14307
1727,17,3704405067820,4342735,1680.057541845,14307
1757,17,3769319281020,4418835,1710.058242297,14307
1788,17,3835623903780,4496565,1740.059980896,14307
1819,17,3900222502540,4572295,1770.06106501,14307
1849,17,3964885077200,4648100,1800.062307444,14307
1879,17,4029726784380,4724115,1830.062714206,14307
1909,17,4094240081940,4799745,1860.064092924,14307
1941,17,4163180511780,4880565,1890.065334386,14307
1971,17,4227890002100,4956425,1920.065904771,14307
2002,17,4292902311680,5032640,1950.066981613,14307
2032,17,4357701368260,5108605,1980.06871363,14307
2062,17,4422389533280,5184440,2010.06905684,14307
2092,17,4487133144080,5260340,2040.070618009,14307
2122,17,4551765863320,5336110,2070.072519567,14307
2152,17,4616304751240,5411770,2100.074136789,14307
2182,17,4680771133140,5487345,2130.074810941,14307
2212,17,4745450768040,5563170,2160.075940913,14307
2243,17,4809998186080,5638840,2190.076142027,14307
2273,17,4874545604120,5714510,2220.076999884,14307
2303,17,4938781672780,5789815,2250.078003109,14307
2333,17,5004007235360,5866280,2280.078120485,14307
2364,17,5070614677380,5944365,2310.080379945,14307
2394,17,5135528890580,6020465,2340.080614668,14307
2424,17,5199491995400,6095450,2370.081129262,14307
2454,17,5264278256800,6171400,2400.081628939,14307
2485,17,5329201000120,6247510,2430.083575143,14307
2516,17,5397134875800,6327150,2460.084089681,14307
2547,17,5463290221460,6404705,2490.085944253,14307
2578,17,5529586314100,6482425,2520.08700137,14307
2608,17,5595008069440,6559120,2550.08854144,14307
2639,17,5660152595880,6635490,2580.089110148,14307
2670,17,5727425387260,6714355,2610.090053928,14307
2703,17,5797278539940,6796245,2640.091916723,14307
2733,17,5862282319400,6872450,2670.09255365,14307
2763,17,5927094171160,6948430,2700.093900772,14307
2793,17,5991296119340,7023695,2730.094315712,14307
2824,17,6056594187940,7100245,2760.095055704,14307
2854,17,6122685557700,7177725,2790.096085953,14307
2886,17,6190691939400,7257450,2820.098077684,14307
2916,17,6255290538160,7333180,2850.099770315,14307
2947,17,6320678173020,7409835,2880.101139709,14307
2977,17,6385037928420,7485285,2910.101915099,14307
3008,17,6451329756000,7563000,2940.103118241,14307
3039,17,6518777414840,7642070,2970.103366015,14307
3070,17,6584838929180,7719515,3000.103874341,14307
3101,17,6651126491700,7797225,3030.105760119,14307
3131,17,6716723114500,7874125,3060.106636397,14307
3162,17,6781859110820,7950485,3090.107480055,14307
3192,17,6847664721560,8027630,3120.107611807,14307
3223,17,6913551368440,8104870,3150.108914376,14307
3254,17,6979979677940,8182745,3180.109921367,14307
3287,17,7050272131800,8265150,3210.111326233,14307
3318,17,7116316585900,8342575,3240.112519462,14307
3348,17,7182117931580,8419715,3270.113778358,14307
3379,17,7247015084540,8495795,3300.115587111,14307
3409,17,7312969972380,8573115,3330.11596488,14307
3440,17,7379338571040,8650920,3360.117149522,14307
3470,17,7444124832440,8726870,3390.118612791,14307
3501,17,7510310033520,8804460,3420.118923431,14307
3531,17,7574311523880,8879490,3450.120321281,14307
3563,17,7642224074260,8959105,3480.121269376,14307
3593,17,7707381395880,9035490,3510.122689725,14307
3623,17,7772095151260,9111355,3540.124184243,14307
3654,17,7836924063260,9187355,3570.124605063,14307
3684,17,7902482300520,9264210,3600.126063069,14307
3715,17,7967776104060,9340755,3630.126383425,14307
3746,17,8035658799020,9420335,3660.127470752,14307
3777,17,8101374843500,9497375,3690.128475228,14307
3807,17,8166745418120,9574010,3720.129349894,14307
3837,17,8231604185540,9650045,3750.130237161,14307
3868,17,8296851073420,9726535,3780.131760716,14307
3898,17,8361628804700,9802475,3810.133383364,14307
3928,17,8426061066120,9878010,3840.13538606,14307
3958,17,8490373905860,9953405,3870.135667613,14307
3988,17,8555083396180,10029265,3900.13697708,14307
4018,17,8619434621460,10104705,3930.138173567,14307
4049,17,8684310449120,10180760,3960.138450046,14307
4079,17,8749309963520,10256960,3990.139490687,14307
4109,17,8814313742980,10333165,4020.140728856,14307
4139,17,8878929401980,10408915,4050.141124681,14307
4170,17,8943864940480,10485040,4080.141828113,14307
4200,17,9008753563320,10561110,4110.143862456,14307
4230,17,9073770137960,10637330,4140.144710929,14307
4260,17,9138748327060,10713505,4170.145540874,14307
4290,17,9203154998120,10789010,4200.146042634,14307
4321,17,9268269669140,10865345,4230.147987819,14307
4351,17,9332612364300,10940775,4260.149936395,14307
4381,17,9397300529320,11016610,4290.150263304,14307
4411,17,9461233778720,11091560,4320.151015269,14307
4442,17,9527679148460,11169455,4350.151727919,14307
4476,17,9600534903380,11254865,4380.152348972,14307
4506,17,9665206008160,11330680,4410.152402165,14307
4536,17,9730013594860,11406655,4440.152531202,14307
4566,17,9794774265900,11482575,4470.153441747,14307
4597,17,9860473250140,11559595,4500.153796895,14307
4627,17,9926129583780,11636565,4530.155774691,14307
4658,17,9991969315000,11713750,4560.157164411,14307
4688,17,10056687335440,11789620,4590.158478964,14307
4718,17,10121482126960,11865580,4620.16019962,14307
4749,17,10186396340160,11941680,4650.160579295,14307
4779,17,10250512987140,12016845,4680.162343939,14307
4809,17,10315951802720,12093560,4710.163751497,14307
4839,17,10381173100240,12170020,4740.163911167,14307
4870,17,10446385867640,12246470,4770.165785385,14307
4900,17,10511138008560,12322380,4800.16686273,14307
4930,17,10576124727780,12398565,4830.167542202,14307
4961,17,10641230868680,12474890,4860.168598861,14307
4991,17,10705667395160,12550430,4890.169272338,14307
5021,17,10770001560200,12625850,4920.169461009,14307
5052,17,10836630327520,12703960,4950.169654584,14307
5088,17,10914540178540,12795295,4980.169888706,14307
5121,17,10984372005920,12877160,5010.170926894,14307
5151,17,11049422701040,12953420,5040.171044412,14307
5185,17,11121945781280,13038440,5070.172048284,14307
5216,17,11187917729360,13115780,5100.172770379,14307
5246,17,11254282062960,13193580,5130.173044817,14307
5277,17,11319648372520,13270210,5160.174100828,14307
5307,17,11384635091740,13346395,5190.17567056,14307
5338,17,11450483353080,13423590,5220.176392926,14307
5369,17,11517905421560,13502630,5250.177122442,14307
5400,17,11583143779320,13579110,5280.177315582,14307
5431,17,11651069124880,13658740,5310.179389146,14307
5463,17,11718128663260,13737355,5340.180507067,14307
5497,17,11791376803700,13823225,5370.181463502,14307
5532,17,11865968438040,13910670,5400.183172004,14307
5563,17,11933910843840,13990320,5430.183329298,14307
5594,17,11999238767860,14066905,5460.18427723,14307
5624,17,12064797005120,14143760,5490.184919433,14307
5657,17,12135682302320,14226860,5520.185620939,14307
5688,17,12202456081680,14305140,5550.186728775,14307
5720,17,12270910294680,14385390,5580.187331282,14307
5751,17,12336472797000,14462250,5610.188792267,14307
5782,17,12402248552320,14539360,5640.190105582,14307
5812,17,12467644717300,14616025,5670.19152359,14307
5843,17,12533842713560,14693630,5700.191989238,14307
5876,17,12604685360160,14776680,5730.193388267,14307
5907,17,12670529356440,14853870,5760.194320888,14307
5938,17,12737149593640,14931970,5790.194493594,14307
5969,17,12803957493480,15010290,5820.196359463,14307
5999,17,12869575441580,15087215,5850.197544468,14307
6030,17,12935863004100,15164925,5880.197607842,14307
6061,17,13000994735360,15241280,5910.199115916,14307
6091,17,13066190442520,15317710,5940.199217727,14307
6122,17,13132418294200,15395350,5970.200993813,14307
6153,17,13199332820540,15473795,6000.20165532,14307
6184,17,13266631202280,15552690,6030.20198856,14307
6216,17,13333345270800,15630900,6060.203637106,14307
6246,17,13399381194780,15708315,6090.205562445,14307
6281,17,13473644419500,15795375,6120.205637045,14307
6312,17,13540247596460,15873455,6150.206493986,14307
6343,17,13607571568560,15952380,6180.20676564,14307
6374,17,13673974287700,16030225,6210.208931969,14307
6406,17,13741328115220,16109185,6240.209506695,14307
6437,17,13807355509080,16186590,6270.210246604,14307
6468,17,13875622059440,16266620,6300.21149494,14307
6499,17,13942063164120,16344510,6330.213031615,14307
6530,17,14008116148340,16421945,6360.214752693,14307
6562,17,14076084144500,16501625,6390.215985815,14307
6594,17,14144184357520,16581460,6420.216241691,14307
6625,17,14211120209160,16659930,6450.218164523,14307
6656,17,14277676470460,16737955,6480.219060232,14307
6686,17,14342944683640,16814470,6510.220157694,14307
6717,17,14408605282340,16891445,6540.221366094,14307
6747,17,14473357423260,16967355,6570.222994037,14307
6777,17,14537781154560,17042880,6600.224629529,14307
6807,17,14602034283460,17118205,6630.22550751,14307
6837,17,14667345147240,17194770,6660.226908546,14307
6868,17,14732374517060,17271005,6690.228401102,14307
6898,17,14797779212160,17347680,6720.228903683,14307
6929,17,14862885353060,17424005,6750.229336917,14307
6959,17,14928200481900,17500575,6780.230463163,14307
6992,17,14999780983880,17584490,6810.232087932,14307
7023,17,15065488498240,17661520,6840.232576881,14307
7054,17,15131707819800,17739150,6870.233811919,14307
7084,17,15196784105280,17815440,6900.234628876,14307
7115,17,15263493908740,17893645,6930.235069759,14307
7145,17,15327985881000,17969250,6960.235786308,14307
7175,17,15392247540020,18044585,6990.236786373,14307
7206,17,15457729006200,18121350,7020.237828085,14307
7237,17,15523735074760,18198730,7050.239426981,14307
7267,17,15589826444520,18276210,7080.241101477,14307
7300,17,15660553934500,18359125,7110.24294377,14307
7331,17,15725715521180,18435515,7140.242997228,14307
7362,17,15792851830640,18514220,7170.244382223,14307
7392,17,15857838549860,18590405,7200.245734674,14307
7423,17,15922761293180,18666515,7230.247318721,14307
7453,17,15988374976220,18743435,7260.248204082,14307
7483,17,16052820032820,18818985,7290.248736609,14307
7513,17,16117299209900,18894575,7320.249549677,14307
7544,17,16183420435080,18972090,7350.250297971,14307
7575,17,16248965877160,19048930,7380.250883292,14307
7605,17,16314592355380,19125865,7410.251306469,14307
7636,17,16380018375780,19202565,7440.252946391,14307
7666,17,16444480492620,19278135,7470.254049625,14307
7695,17,16508272995040,19352920,7500.254674019,14307
7725,17,16572214774560,19427880,7530.255129342,14307
7756,17,16638600433460,19505705,7560.255815587,14307
7787,17,16703672453880,19581990,7590.257473948,14307
7817,17,16768522691180,19658015,7620.258013446,14307
7847,17,16832929362240,19733520,7650.260180716,14307
7877,17,16897860635680,19809640,7680.261425008,14307
7908,17,16963508439200,19886600,7710.261706801,14307
7938,17,17028043062060,19962255,7740.263694471,14307
7968,17,17093669540280,20039190,7770.265082406,14307
7999,17,17158434476380,20115115,7800.265378402,14307
8029,17,17224798809980,20192915,7830.266860444,14307
8060,17,17290135264120,20269510,7860.267071841,14307
8091,17,17355714826680,20346390,7890.268857504,14307
8122,17,17423149690340,20425445,7920.269117959,14307
8152,17,17487769614400,20501200,7950.270175743,14307
8183,17,17553093273360,20577780,7980.270691376,14307
8215,17,17622954956160,20659680,8010.272151176,14307
8246,17,17689502687340,20737695,8040.272463507,14307
8277,17,17756545165480,20816290,8070.27439178,14307
8308,17,17822239884660,20893305,8100.27526347,14307
8338,17,17887695760480,20970040,8130.276298103,14307
8371,17,17958278238420,21052785,8160.277070707,14307
8402,17,18023533656420,21129285,8190.277539551,14307
8433,17,18089774303280,21206940,8220.277794725,14307
8463,17,18155541528480,21284040,8250.279473554,14307
8494,17,18221534801860,21361405,8280.281274804,14307
8524,17,18286653737940,21437745,8310.282923301,14307
8555,17,18351956071600,21514300,8340.283916255,14307
8585,17,18415825345100,21589175,8370.285860404,14307
8615,17,18480236281220,21664685,8400.286196058,14307
8645,17,18544540590840,21740070,8430.287406738,14307
8675,17,18609949551000,21816750,8460.289190388,14307
8706,17,18675814872580,21893965,8490.290206978,14307
8738,17,18745250049380,21975365,8520.292184931,14307
8769,17,18810305009560,22051630,8550.294010518,14307
8799,17,18875790740800,22128400,8580.29521805,14307
8829,17,18940739074480,22204540,8610.29691143,14307
8861,17,19007738902020,22283085,8640.298635965,14307
8891,17,19072862103160,22359430,8670.299495879,14307
8922,17,19139883256000,22438000,8700.299802153,14307
8953,17,19204997927020,22514335,8730.301251565,14307
8984,17,19271524332900,22592325,8760.301347827,14307
9014,17,19336511052120,22668510,8790.302416702,14307
9044,17,19402282542380,22745615,8820.304250869,14307
9075,17,19468821743440,22823620,8850.305607064,14307
9106,17,19533770077120,22899760,8880.306502281,14307
9137,17,19600953302240,22978520,8910.307409983,14307
9167,17,19665359973300,23054025,8940.308679468,14307
9197,17,19729591776900,23129325,8970.308785931,14307
9228,17,19795316351500,23206375,9000.310278195,14307
9258,17,19859300781620,23281385,9030.311273712,14307
9287,17,19923332127400,23356450,9060.312573932,14307
9317,17,19987956316520,23432210,9090.314452904,14307
9348,17,20052409903240,23507770,9120.316350647,14307
9378,17,20117174839340,23583695,9150.317705237,14307
9408,17,20181926980260,23659605,9180.318808975,14307
9438,17,20246670591060,23735505,9210.319430031,14307
9469,17,20312224563260,23812355,9240.319903676,14307
