run,engine,disks,key_bytes,value_bytes,clients,repeat,operations,seconds,ops_per_second,logical_gib_s,physical_gib_s,physical_iops,physical_reads,physical_read_bytes,p50_us,p99_us,p999_us,cpu_cores,cpu_seconds,cpu_us_per_op,rss_mib,read_amplification,min_disk_iops,max_disk_iops
split-r1-v1-d20-k16-v4194304,v1,20,16,4194304,640,1,294470,5.008572607,58793.197804190284,229.6609289226183,229.8852071735193,1940175.5275382795,9717510,1236302848000,10305.535,21037.055,26640.383,19.993426442505005,100.13852800000002,340.063599008388,10321.32421875,1.0009765625,95127.70152001113,98323.22273051158
split-r1-v1-d20-k16-v4194304,v1,20,16,4194304,2560,1,288249,5.018408115,57438.33370953331,224.3684910528645,224.5876009074083,1895465.0124145993,9512217,1210184601600,44040.191,59015.167,65372.159,19.955185529983545,100.14326499999999,347.41929720484717,10321.32421875,1.0009765625,89213.7486111968,98400.12782619215
split-r1-v1-d20-k16-v65536,v1,20,16,65536,160,1,5568763,5.000456446,1113650.935697001,67.97185886822515,72.22010004748923,1113650.935697001,5568763,387764105216,140.543,261.759,372.223,19.99884392153748,100.003348,17.9579105808597,10371.2890625,1.0625,54727.603960816494,56417.4496961512
split-r1-v1-d20-k16-v65536,v1,20,16,65536,640,1,15373378,5.000596545,3074308.807290511,187.6409184137275,199.36847581458545,3074308.807290511,15373378,1070479056896,183.295,547.327,808.447,19.998152240454345,100.002691,6.504926308323388,10371.2890625,1.0625,152394.61795052694,154840.92608394986
split-r1-v1-d20-k16-v65536,v1,20,16,65536,2560,1,17958531,5.002372414,3590002.805416878,219.11638216655749,232.81115605196734,3590002.805416878,17958531,1250488430592,452.351,3682.303,6025.215,19.99516443839082,100.02325900000004,5.569679335130476,10371.2890625,1.0625,178820.55272344625,179738.51716510765
split-r1-v2-d20-k16-v100,v2,20,16,100,160,1,14235853,5.00030855,2846994.911943984,0.2651470631308839,10.860423705841004,2846991.3121661264,14235835,58310053888,55.391,90.239,107.071,19.998867269900774,100.000507,7.024553217850732,11314.79296875,40.96,142056.03372215902,143305.7566017601
split-r1-v2-d20-k16-v100,v2,20,16,100,640,1,50149820,5.000389817,10029182.090864977,0.9340403686151818,38.25829349847785,10028379.95340234,50145809,205413662720,61.951,112.383,146.815,19.998539845838586,100.00049500000002,1.99403497360509,11314.79296875,40.96,494319.46117412066,518650.76422300853
split-r1-v2-d20-k16-v100,v2,20,16,100,2560,1,71944442,5.000342667,14387902.348133214,1.3399778258179513,54.88549174550329,14384523.179719115,71927545,294684434432,161.023,248.831,304.383,19.99867302294225,100.00021799999999,1.3899644673038118,11314.79296875,40.96,675592.6993352994,902740.5321220158
split-r1-v2-d20-k16-v1024,v2,20,16,1024,160,1,13891760,5.00022372,2778227.6909801946,2.6495243940164515,10.598097576065806,2778226.8910159883,13891756,56900648960,55.455,84.543,105.151,19.998855171224218,99.99875,7.198421942216105,11315.03125,4.0,138685.9946338561,139278.76811079963
split-r1-v2-d20-k16-v1024,v2,20,16,1024,640,1,49843630,5.000446986,9967834.903469568,9.5060681376167,38.0242725504668,9967701.915358333,49842965,204159508480,61.791,107.391,137.087,19.9979432398686,99.99865500000001,2.006247438238347,11315.03125,4.0,489197.0671519484,515308.9328242705
split-r1-v2-d20-k16-v1024,v2,20,16,1024,2560,1,72795205,5.000347538,14558029.106336089,13.88361845620736,55.53447382482944,14557419.948677177,72792159,298169159680,161.023,245.503,266.495,19.99864674206171,100.00018399999999,1.3737193816543272,11315.03125,4.0,692099.6938113224,870638.0840363101
split-r1-v2-d20-k16-v4096,v2,20,16,4096,160,1,12543224,5.000242811,2508522.980605311,9.569255754872556,19.13851150974511,2508522.5806247354,12543222,102754091008,61.503,96.831,115.135,19.99883941236069,99.999053,7.972356469118306,11315.77734375,2.0,125097.12500839593,125674.09698936719
split-r1-v2-d20-k16-v4096,v2,20,16,4096,640,1,43509651,5.000397557,8701238.35235687,33.19259015028713,66.38518030057426,8701190.356173113,43509411,356431060992,69.951,123.647,157.823,19.998183116462947,99.99886599999998,2.298314596915521,11315.77734375,2.0,426609.6796671161,453124.7714150501
