engine,disks,key_bytes,value_bytes,clients,repeat,ops_per_second,logical_gib_s,physical_gib_s,physical_iops,p50_us,p99_us,p999_us,cpu_cores,cpu_us_per_op,rss_mib,read_amplification,min_disk_iops,max_disk_iops
foyer,20,16,4096,2560,3,762089.5858304421,2.9071410592286764,5.808628484953693,761337.6726896788,578.047,29474.815,37191.679,43.179736911835164,56.65966011696983,1266.46484375,1.9980552599999533,37840.95361657662,38291.784989320506
foyer,20,256,65536,160,1,700616.483245644,42.76223652622339,45.39177471338265,699891.8792725834,205.055,549.887,751.103,42.22566487533229,60.269299802539045,220.75390625,1.0614920640445626,34132.54511005093,35827.41878938356
foyer,20,256,65536,160,2,698053.1586641523,42.605783609872574,45.22513668380112,697327.4888839206,206.335,544.255,727.039,42.34812880610141,60.66605140379569,229.59765625,1.0614788146584304,33993.96188342595,35698.316575195546
foyer,20,256,65536,160,3,701028.4194864264,42.78737911904458,45.41880481960204,700309.0966013554,205.183,545.791,735.231,42.154872772660774,60.132901321666026,237.08203125,1.061500044048882,34154.345989267465,35841.426976454204
foyer,20,256,65536,640,1,717142.7016605859,43.770916849401,46.32726282448214,714260.0659682098,379.135,6619.135,9068.543,43.52672955465552,60.69465596438034,451.95703125,1.0584028427797514,34988.96511845318,36440.74968943897
foyer,20,256,65536,640,2,719086.3613045566,43.889548419467566,46.45282460698113,716195.2574931196,371.711,6447.103,8740.863,43.47993106685022,60.46552042507041,484.734375,1.0584028835980597,35062.68338723953,36526.67726954982
foyer,20,256,65536,640,3,718588.4707905526,43.859159594149936,46.41784348875817,715668.4062444984,368.127,8880.127,10969.087,43.51072788980843,60.55027273390603,529.3515625,1.0583386439294546,35066.09360756477,36503.09949600322
foyer,20,256,65536,2560,1,719557.0708098916,43.918278247674046,45.94805974278438,708411.759044216,528.383,20185.087,23511.039,43.713380014469,60.750400194480434,1337.88671875,1.0462172374714584,33562.57757261108,36475.34991105904
foyer,20,256,65536,2560,2,720299.0582105919,43.96356556461132,45.996873903541356,709162.6808611642,514.303,19709.951,22446.079,43.67527833911884,60.63492356580261,1471.29296875,1.0462498505937097,33535.60082496378,36498.61186673318
foyer,20,256,65536,2560,3,721082.3239827265,44.01137231339884,46.04488313958918,709902.8159619195,524.799,20135.935,23576.575,43.67535729477101,60.56916920878128,1615.984375,1.04620421312269,33805.66869164683,36558.04991231072
foyer,20,4096,262144,160,1,317022.2710502913,77.39801539313753,79.51198190529703,315761.40790465,411.135,1628.159,2406.399,47.07012020131027,148.47575233552985,531.60546875,1.02731292916778,14938.561103769354,16377.435509554232
foyer,20,4096,262144,160,2,345441.9022803517,84.33640192391398,86.64463374163073,344094.0300805778,384.767,1415.167,2088.959,47.99902495732272,138.94963129970247,539.1875,1.0273693418863088,16288.15440227782,17807.257920641412
foyer,20,4096,262144,160,3,348667.1517117804,85.12381633588389,87.46103187146073,347348.45294148434,388.351,1359.871,2033.663,48.95755259789289,140.41343544275944,543.109375,1.0274566582677003,16440.77701724406,17984.653592710365
foyer,20,4096,262144,640,1,437653.3218935981,106.84895554042923,108.51345767431002,430978.40485157596,506.623,7671.807,10756.095,47.9639967910392,109.59358558850414,882.16796875,1.0155780852088065,20824.66585631129,22477.46452721774
foyer,20,4096,262144,640,2,452338.53159317747,110.43421181474059,112.16251535156943,445474.8123107242,491.007,7483.391,10387.455,48.56722213185714,107.36919085977257,921.87890625,1.0156500735453988,21494.016849155887,23215.919276175784
foyer,20,4096,262144,640,3,459792.8410431993,112.25411158281233,114.00076137060957,452775.7169796752,479.487,7389.183,10330.111,48.81502437577331,106.16743023884305,973.78125,1.015559784520754,21852.033069910394,23567.56440729958
foyer,20,4096,262144,2560,1,587818.1025431987,143.51027894121063,139.2301554359996,552922.3488085279,3989.503,12050.431,14934.015,56.17050526401887,95.55763087423955,2059.515625,0.9701754917014384,26521.738964220505,29299.35084254613
foyer,20,4096,262144,2560,2,589022.4204538615,143.80430186861852,139.51105964517126,554029.372707079,4014.079,11943.935,14761.983,56.2885705396764,95.56269606223847,2264.9375,0.9701452448385749,26534.123190911494,29358.317307283687
foyer,20,4096,262144,2560,3,594704.573479742,145.19154625970265,140.86998835723267,559427.8425914061,3934.207,11927.551,14991.359,56.26182226884063,94.60465713192825,2442.2421875,0.9702354715973611,26792.386174316212,29640.36532938164
moat,1,16,128,8,1,145507.67560038622,0.01734586663250759,0.5550395041642007,145500.27577962022,53.823,64.063,91.583,1.5260266374984024,10.487602328892894,578.7265625,31.998372633859113,145500.27577962022,145500.27577962022
moat,1,16,128,8,2,145237.22712252152,0.017313626661601248,0.5540177429487305,145232.427207552,53.951,64.159,91.199,1.544345641916954,10.633263058748364,578.7265625,31.99894243864285,145232.427207552,145232.427207552
moat,1,16,128,8,3,145323.89415628515,0.017323958177123684,0.5543399592842809,145316.89428661854,53.919,64.319,91.455,1.5415708968748434,10.607828160845989,578.7265625,31.99845864418489,145316.89428661854,145316.89428661854
moat,1,16,128,32,1,510141.8386578061,0.06081364615652634,1.9456216582532935,510029.04417686263,61.567,92.927,108.543,2.124599442924338,4.164722988638227,578.7265625,31.993175565324908,510029.04417686263,510029.04417686263
moat,1,16,128,32,2,508996.6481950958,0.06067712881506632,1.9412660734892553,508888.4537115214,61.695,93.055,108.863,2.13453216831596,4.193607513693891,578.7265625,31.99337396807136,508888.4537115214,508888.4537115214
moat,1,16,128,32,3,510159.1834753834,0.060815713819907115,1.9457061327081586,510052.7885675075,61.535,92.927,108.607,2.1283973336265722,4.17202591380828,578.7265625,31.993476858134994,510052.7885675075,510052.7885675075
moat,1,16,128,128,1,742573.0733904736,0.0885216085184185,2.830975943638521,742111.3600202757,172.927,232.447,254.335,2.1055519420268833,2.835481136439892,590.5546875,31.98062022392517,742111.3600202757,742111.3600202757
moat,1,16,128,128,2,742945.4146490041,0.08856599505531837,2.832413106657917,742489.7034580922,172.799,232.447,254.207,2.1007702014829808,2.8276238873827158,592.1015625,31.980819555957,742489.7034580922,742489.7034580922
moat,1,16,128,128,3,743551.8836018068,0.08863829178831659,2.8347052282733562,743087.9697748208,172.799,231.935,253.055,2.103096345227063,2.828445992281731,592.1015625,31.98059406473127,743087.9697748208,743087.9697748208
moat,1,16,4096,8,1,136180.49657201816,0.5194873679047324,1.0389167535620791,136172.89672288884,57.311,84.863,99.263,1.5126893703931568,11.107973670761151,578.3046875,1.999888385645219,136172.89672288884,136172.89672288884
moat,1,16,4096,8,2,135846.8975976661,0.5182147888094563,1.036380750465231,135840.49772497875,57.375,85.823,102.143,1.5155442512782096,11.156266930487835,578.3046875,1.9999057781546652,135840.49772497875,135840.49772497875
moat,1,16,4096,8,3,135836.38337825608,0.5181746802454227,1.0362990075310279,135829.7835151069,57.375,86.335,102.719,1.5102516843272247,11.11816765705334,578.3046875,1.9999028262828402,135829.7835151069,135829.7835151069
moat,1,16,4096,32,1,433912.5726844597,1.6552451045397174,3.3098051283332452,433820.97788305086,71.871,110.783,135.679,2.0802221340804694,4.794104308181001,578.3046875,1.9995861152258898,433820.97788305086,433820.97788305086
moat,1,16,4096,32,2,434839.17633524816,1.6587798169526984,3.31683640526437,434743.18137379334,71.743,110.527,135.167,2.07547846311662,4.772979473948059,578.66015625,1.9995639996136705,434743.18137379334,434743.18137379334
moat,1,16,4096,32,3,435272.0319136376,1.660431029943991,3.320170873215436,435178.83683128114,71.679,110.399,134.911,2.074559731291747,4.766122284887261,580.16015625,1.9995837305735191,435178.83683128114,435178.83683128114
moat,1,16,4096,128,1,679219.1039968746,2.5910152587771402,5.178717362662062,678775.645084924,186.239,248.959,280.319,2.0882976006004963,3.07455663174354,592.8828125,1.9987212908604088,678775.645084924,678775.645084924
moat,1,16,4096,128,2,680219.9574368981,2.5948332116580892,5.186269214147541,679765.081044736,185.983,248.319,279.807,2.085747220301803,3.066283483008937,592.8828125,1.9986907793713389,679765.081044736,679765.081044736
moat,1,16,4096,128,3,677862.0673929779,2.585838574954902,5.168406437216291,677426.3701899818,186.751,248.959,280.575,2.0842102581011743,3.07468194247384,593.3046875,1.9987351442873535,677426.3701899818,677426.3701899818
moat,1,256,65536,8,1,78861.61843460848,4.813331203284209,5.1099364065033654,78796.42172625988,88.575,227.327,1501.183,1.3230852000744184,16.7773021444077,545.60546875,1.0616216068856383,78796.42172625988,78796.42172625988
